"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"11" "Leptin signaling pathway WP2034" "19/76" 1.20774350435805e-06 5.18231758233636e-05 0 0 3.48189415041783 47.4469248322648 "MAP2K1;PRKAA1;CHUK;ROCK1;IRS1;ROCK2;PDE3B;PTEN;PIK3R1;ACACB;FOXO1;IKBKB;CDC42;MAPK8;CCND1;RPS6KB1;KPNA4;RAF1;EIF4E"
"12" "MicroRNAs in cardiomyocyte hypertrophy WP1544" "20/84" 1.4664610686078e-06 5.76808020319067e-05 0 0 3.3160896670646 44.5439000398894 "MAP2K3;MAP2K1;MYEF2;CHUK;ROCK1;ROCK2;WNT3A;PIK3R1;IGF1;FGF2;MYLK3;IGF1R;MYLK;LRP6;IKBKB;MAPK8;RAF1;CALM1;PRKG1;MAP2K6"
"13" "Endochondral Ossification WP474" "17/64" 1.75881248538093e-06 6.38584225461384e-05 0 0 3.69951253481894 49.0217659546033 "CAB39;PTH;PTCH1;IHH;IGF1;FGF2;PTHLH;IGF1R;VEGFA;GHR;ADAMTS5;FGF18;SOX6;CALM1;SOX5;BMPR1A;FGFR1"
"14" "PI3K-Akt Signaling Pathway WP4172" "48/340" 5.23556307978279e-06 0.000176513269546963 0 0 1.96624610847124 23.9096237761455 "PHLPP2;PRKAA1;CSF1;IRS1;FLT3;PTEN;PIK3R1;LAMC1;FGF1;FGF2;IGF1R;IKBKB;GHR;CCND3;FGF7;RELN;CCND2;PPP2R1B;CCND1;FGF9;PPP2R1A;MYB;AKT3;EIF4E;EIF4B;NTRK2;MAP2K1;CHUK;BDNF;INSR;ITGA2;TSC1;IGF1;PPP2R5C;VEGFA;CDK6;RPS6KB1;CCNE1;ITGA10;FGF18;IL2RB;BCL2;KRAS;SGK1;RAF1;FGFR4;SOS2;FGFR1"
"15" "EGF/EGFR Signaling Pathway WP437" "28/162" 1.21828754502076e-05 0.000383354480833201 0 0 2.40723546201726 27.2390229056102 "USP6NL;PTPRR;ROCK1;STXBP1;SH2D2A;PTEN;CBLC;PIK3R1;FOXO1;CRKL;ELK4;CDC42;RPS6KA3;MAPK9;ATXN2;MAPK8;GRB10;RICTOR;MAP3K4;SH3GL2;MAP2K1;PRKCD;AP2B1;SYNJ1;RPS6KB1;KRAS;RAF1;SOS2"
"16" "4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression WP3879" "8/18" 1.5789298464483e-05 0.000465784304702247 0 0 6.19003404518725 68.4381192187279 "MAP2K3;MAP2K1;PRKAA1;MKNK1;TSC1;RAF1;EIF4E;MAP2K6"
"17" "Regulation of Actin Cytoskeleton WP51" "26/150" 2.33632922737158e-05 0.000648674938423168 0 0 2.41411327762303 25.744935590767 "ROCK1;ROCK2;BRK1;PIK3R1;FGF1;PIK3C2A;FGF2;ARHGAP35;MYLK;CDC42;FGF7;FGF9;GNA12;PIP4K2C;MAP2K1;ENAH;MRAS;APC;ABI2;FGF18;KRAS;RAF1;FGFR4;SOS2;VCL;FGFR1"
"18" "IL-1 signaling pathway WP195" "14/55" 2.41646087622377e-05 0.000633649740876455 0 0 3.54520131678906 37.6876931382353 "MAP2K3;MAP2K1;CHUK;PELI2;PIK3R1;IKBKB;MAPK9;MAPK8;IRAK2;TRAF6;TAB3;UBE2V1;MAP3K7;MAP2K6"
"19" "Structural Pathway of Interleukin 1 (IL-1) WP2637" "13/49" 2.91345824767143e-05 0.000723764364684693 0 0 3.69507134330055 38.5897905023861 "MAP2K3;MAP2K1;CHUK;IKBKB;MAPK9;MAPK8;IRAK2;TRAF6;MKNK1;TAB3;MAP3K7;EIF4E;MAP2K6"
"20" "Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932" "42/303" 3.0880422074426e-05 0.000728777960956453 0 0 1.93055517250889 20.0495648398507 "PHLPP2;PRKAA1;CAB39;CSF1;IRS1;PTEN;SLC2A3;PIK3R1;LAMC1;FGF1;PIK3C2A;FGF2;FOXO1;IGF1R;IKBKB;GHR;LIPE;FGF7;RELN;PPP2R1B;FGF9;PPP2R1A;AKT3;NOS1;EIF4E;EIF4B;MAP2K1;INSR;ITGA2;TSC1;IGF1;PPP2R5C;VEGFA;RAB10;RPS6KB1;ITGA10;FGF18;IL2RB;KRAS;RAF1;FGFR4;FGFR1"
"21" "Wnt/beta-catenin Signaling Pathway in Leukemia WP3658" "9/26" 5.03851931115342e-05 0.00113246719755448 0 0 4.82108420827084 47.7085488117016 "CCND1;APC;FLT3;SALL4;ZBTB16;FZD6;AXIN2;LRP6;RUNX1T1"
"22" "Interactome of polycomb repressive complex 2 (PRC2)  WP2916" "7/16" 6.22346629521783e-05 0.00133521640515583 0 0 6.0933147632312 59.0113065971247 "SUZ12;ELL;AEBP2;EED;STK38;JARID2;EZH1"
"23" "Focal Adhesion WP306" "30/198" 8.06556024350164e-05 0.00165519323257947 0 0 2.11023887904111 19.8896815433854 "ROCK1;ROCK2;PTEN;PIK3R1;LAMC1;ARHGAP5;ARHGAP35;MYLK3;CRKL;MYLK;IGF1R;MYLK4;CDC42;MAPK9;CCND3;MAPK8;RELN;CCND2;CCND1;AKT3;MAP2K1;ITGA2;PARVA;IGF1;VEGFA;ITGA10;RAPGEF1;BCL2;RAF1;VCL"
"24" "LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258" "18/94" 0.000110087092497632 0.00216504615245342 0 0 2.66698275351153 24.3075175722037 "TFAP2A;WNT10B;WNT2B;WNT3A;FZD6;WNT7A;AXIN2;NKD1;LRP6;FOSL1;CDK8;CCND3;CCND2;CDK6;CCND1;APC;MAP3K7;WNT4"
"25" "Transcription co-factors SKI and SKIL protein partners WP4533" "7/18" 0.000152355226231899 0.00287646667125825 0 0 5.41627978953884 47.6052849296212 "SKI;ING2;LATS2;SATB2;NF1;SKIL;TEAD1"
"26" "Wnt Signaling in Kidney Disease WP4150" "10/36" 0.000159332752950573 0.00289250228433347 0 0 3.86877127824203 33.8305314017223 "MAPK9;WNT10B;MAPK8;WNT2B;FZD4;WNT3A;FZD6;WNT7A;LRP6;WNT4"
"27" "Synaptic signaling pathways associated with autism spectrum disorder WP4539" "12/50" 0.000168091482866252 0.00293848814492115 0 0 3.34261838440111 29.0507036854564 "NTRK2;PRKAA1;RPS6KB1;BDNF;AKT3;PTEN;NF1;TSC1;KRAS;PIK3R1;GRM1;GRIN1"
"28" "VEGFA-VEGFR2 Signaling Pathway WP3888" "33/236" 0.000177346716673656 0.00298955893821306 0 0 1.94750011803031 16.8213450955898 "NRP2;PRKAA1;ROCK1;ROCK2;SH2D2A;PTPRJ;PIK3R1;ACACB;FOXO1;AMOT;DLL4;CDC42;MAPK9;MAPK8;CCND1;MKNK1;GRB10;RICTOR;EIF4E;PRKG1;MAP2K6;MAP2K3;MAP2K1;TRPC1;PRKCD;FRS2;VEGFA;RPS6KB1;RAPGEF1;BCL2;RAF1;ATF6;VCL"
"29" "Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380" "23/144" 0.000240306103312567 0.00391118899184592 0 0 2.22454348498917 18.5384489503005 "NTRK2;MAP2K1;PRKAA1;KSR1;CHUK;IRS1;BDNF;PRKCD;FRS2;PIK3R1;ACACB;GRIN1;IKBKB;CDC42;RPS6KA3;MAPK9;MAPK8;APC;RPS6KB1;TRAF6;RAF1;EIF4E;CDK5R1"
"30" "Serotonin Receptor 2 and ELK-SRF/GATA4 signaling WP732" "7/20" 0.000326696394406712 0.00514002327199894 0 0 4.87465181058496 39.1262917345106 "ELK4;MAP2K1;GNAQ;ITPR1;KRAS;HTR2A;RAF1"
"31" "Metastatic brain tumor WP2249" "4/6" 0.000352947625179879 0.00537391222854526 0 0 9.28505106778087 73.8086432927969 "CDC42;CDK6;E2F3;PIK3R1"
"32" "Cardiac Hypertrophic Response WP2795" "12/55" 0.000435111016862834 0.00641788749872681 0 0 3.03874398581919 23.5196029828032 "IKBKB;MAP2K3;MAP2K1;MAPK8;CHUK;IGF1;RAF1;CALM1;FGF2;MAP3K7;PRKG1;MAP2K6"
"33" "Endometrial cancer WP4155" "13/63" 0.000453195828162207 0.00648207366341096 0 0 2.87394437812265 22.1270329937363 "MAP2K1;PTEN;AXIN2;PIK3R1;FGF1;FGF2;CCND1;APC;AKT3;KRAS;RAF1;SOS2;FGFR1"
"34" "Integrated Breast Cancer Pathway WP1984" "23/151" 0.000483936317305955 0.00671817475789444 0 0 2.12141895257245 16.1939729954001 "USP15;CHUK;IRS1;PTEN;TSC1;HMGCR;CDC25A;FOXO1;CDC25B;PIAS1;SMAD7;HIPK2;VEGFA;FOSL1;CDC42;WEE1;CCND1;CHEK1;BCL2;NF1;KRAS;MAP3K13;BMPR1A"
"35" "B Cell Receptor Signaling Pathway WP23" "17/97" 0.000505028131521262 0.00681066508794388 0 0 2.44091548689085 18.5287366413551 "MAP2K1;CHUK;PRKCD;NFATC3;PIK3R1;FOXO1;CRKL;IKBKB;CDC42;MAPK9;MAPK8;SH3BP2;RAPGEF1;E2F3;RAF1;MAP3K7;MAP2K6"
"36" "Pancreatic adenocarcinoma pathway WP4263" "16/89" 0.000545934266382077 0.00715780482589834 0 0 2.50383399580608 18.8113348081965 "MAP2K1;CHUK;PRKCD;PIK3R1;VEGFA;IKBKB;CDC42;MAPK9;MAPK8;CDK6;CCND1;RPS6KB1;AKT3;E2F3;KRAS;RAF1"
"37" "Mesodermal Commitment Pathway WP2857" "22/147" 0.000809177594720186 0.0103224817488629 0 0 2.08439921929775 14.8398638609964 "YAP1;FZD4;WNT3A;PBX3;HMGA2;AXIN2;ZFHX4;DLL1;ACVR2B;ACVR2A;PIAS1;ELK4;EXT2;CCND1;AEBP2;SESN1;CCDC6;RARB;JARID2;TEAD1;FGFR1;BMPR1A"
"38" "Hippo-Yap signaling pathway WP4537" "7/23" 0.000853829636143468 0.0106054628489399 0 0 4.23882766137822 29.9506189376214 "LATS2;YWHAQ;MINK1;NF2;TNIK;TEAD1;SAV1"
"39" "MAPK  and NFkB Signalling Pathways Inhibited by Yersinia YopJ WP3849" "5/12" 0.000978658496419252 0.011844277187433 0 0 5.80315691736305 40.2119765858767 "IKBKB;CHUK;TRAF6;RAF1;MAP2K6"
"40" "RIG-I-like Receptor Signaling WP3865" "12/60" 0.000995037249030386 0.0117414395385586 0 0 2.78551532033426 19.2555163935793 "DDX3Y;IKBKB;MAPK9;CYLD;MAPK8;DDX3X;RNF125;NLRX1;CHUK;TRAF3;TRAF6;MAP3K7"
"41" "Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850" "8/31" 0.00122848500592215 0.0141425590925672 0 0 3.59421331656034 24.0883226570908 "RPS6KB1;IRS1;PTEN;WASL;IGF1;EIF4E;ACVR2B;IGF1R"
"42" "Interferon type I signaling pathways WP585" "11/54" 0.00136419791280194 0.0153309860676789 0 0 2.83709893737749 18.7168768595811 "MAP2K3;RPS6KB1;IRS1;RAPGEF1;PDCD4;PIK3R1;EIF4E;EIF4B;CRKL;PIAS1;MAP2K6"
"43" "Wnt Signaling WP428" "18/115" 0.00138662009596942 0.0152205740766876 0 0 2.17996851156594 14.3461244295038 "WNT10B;WNT2B;WNT3A;ROCK2;FZD6;NFATC3;WNT7A;NKD1;LRP6;FOSL1;MAPK9;CCND3;MAPK8;CCND2;CCND1;APC;MAP3K7;WNT4"
"44" "Ras Signaling WP4223" "25/184" 0.0015460583386674 0.0165849894511594 0 0 1.89233377740099 12.2472723793026 "FLT3;PIK3R1;IGF1R;IKBKB;CDC42;MAPK9;MAPK8;RASSF5;AKT3;ABL2;SHOC2;NTRK2;MAP2K1;KSR1;CHUK;INSR;GRIN1;MRAS;NF1;KRAS;RAF1;CALM1;FGFR4;SOS2;FGFR1"
"45" "Genotoxicity pathway WP4286" "12/63" 0.00155484267317818 0.0163085720386689 0 0 2.65287173365168 17.1544791438506 "ARRDC4;AMER1;BTG2;NLRX1;ITPR1;RAPGEF2;B3GNT2;LRRFIP2;TM7SF3;PPM1D;FBXO22;E2F7"
"46" "RANKL/RANK (Receptor activator of NFKB (ligand)) Signaling Pathway WP2018" "11/55" 0.00159647032636386 0.0163811737835596 0 0 2.78551532033426 17.938607611875 "IKBKB;CDC42;MAPK9;MAP2K1;MAPK8;CHUK;TRAF3;TRAF6;PIK3R1;MAP3K7;MAP2K6"
"47" "Androgen receptor signaling pathway WP138" "15/90" 0.0017846915789475 0.0179228601119834 0 0 2.32126276694522 14.6901338523281 "ROCK1;ROCK2;PTEN;PIK3R1;NR2C2;PIAS2;FOXO1;PIAS1;NCOR2;CDC42;CCND1;CCNE1;CARM1;PLPP1;RAD9A"
"48" "T-Cell antigen Receptor (TCR)  Signaling Pathway WP69" "15/90" 0.0017846915789475 0.0175494671929837 0 0 2.32126276694522 14.6901338523281 "MAP2K1;CHUK;PRKCD;ITPR1;PIK3R1;CD3E;CRKL;IKBKB;CDC42;MAPK9;MAPK8;TRAF6;CD28;RAF1;MAP3K7"
"49" "Signal transduction through IL1R WP4496" "8/33" 0.00190183888411024 0.0183197541489803 0 0 3.37638220646577 21.1528117738385 "IKBKB;MAP2K3;MAPK8;CHUK;IRAK2;TRAF6;MAP3K7;MAP2K6"
"50" "Ectoderm Differentiation WP2858" "20/138" 0.00202925050448519 0.0191561247623402 0 0 2.01848936256106 12.5148132164957 "TFAP2A;TTC14;EDA;KCNK10;FZD4;SMURF1;ZBTB16;ZFHX4;ZBTB2;RGMA;PODXL;LHX1;CCDC88C;PIM1;PLXNA2;NF2;SKIL;OGT;ASTN1;BMPR1A"
"51" "Regulation of toll-like receptor signaling pathway WP1449" "20/139" 0.00221413802217308 0.0204916303228568 0 0 2.00396785635558 12.2500392897949 "MAP2K3;MAP2K1;CHUK;CD80;CD180;PELI2;PIK3R1;RNF41;IKBKB;CYLD;MAPK9;MAPK8;IRAK2;TRAF3;TRAF6;AKT3;SARM1;TAB3;MAP3K7;MAP2K6"
"52" "Cell Cycle WP179" "18/120" 0.00225978640325677 0.0205119073526383 0 0 2.0891364902507 12.7280326921959 "CDC6;CDC14A;CDC25A;CDC25B;ORC4;CCND3;STAG1;WEE1;CDC23;CCND2;CDK6;CCND1;YWHAQ;CCNE1;CHEK1;CDC27;E2F3;YWHAH"
"53" "BDNF-TrkB Signaling WP3676" "8/34" 0.00233276651830914 0.0207748263517342 0 0 3.27707684745207 19.8613808580357 "NTRK2;MAP2K1;RPS6KB1;BDNF;MKNK1;TSC1;KRAS;GRIN1"
"54" "AGE/RAGE pathway WP2324" "12/66" 0.00235147805909771 0.0205536600721133 0 0 2.53228665484933 15.3271997650574 "IKBKB;CDC42;MAPK9;MAP2K1;MAPK8;CHUK;ROCK1;IRS1;INSR;PRKCD;RAF1;FOXO1"
"55" "Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032" "12/66" 0.00235147805909771 0.0201799571617113 0 0 2.53228665484933 15.3271997650574 "MAP2K3;CCND3;MAP2K1;RPS6KB1;CCNE1;GNAQ;GNA12;GNAI3;PIK3R1;RAF1;IGF1R;MAP2K6"
"56" "NLR Proteins WP288" "4/9" 0.00248729617815574 0.0209643535015984 0 0 6.19003404518725 37.1189045541227 "IKBKB;MAPK8;CHUK;MAP3K7"
"57" "Endoderm Differentiation WP2853" "20/141" 0.00262674703816912 0.0217513088072952 0 0 1.97554278037891 11.738693111205 "MAP2K3;APP;WWC1;PBX3;LAMC1;ZFHX4;FOXO1;PTHLH;PIAS1;ELK4;BTAF1;AEBP2;APC;SESN1;LHX1;NAA15;TAF5;JARID2;BPTF;BMPR1A"
"58" "miRNAs involved in DNA damage response WP1545" "5/15" 0.00309436152456133 0.025181700682637 0 0 4.64252553389044 26.8253188796456 "CCND3;CDK6;CCND1;CCNE1;CDC25A"
"59" "Senescence and Autophagy in Cancer WP615" "16/105" 0.00328823145861163 0.026305851668893 0 0 2.12229738692134 12.1340345601506 "MAP2K3;GABARAPL1;MAP2K1;KMT2A;HMGA1;PTEN;IGF1;ATG14;ATG13;IGF1R;CDC25B;ING2;CREG1;LAMP2;BCL2;RAF1"
"60" "Target Of Rapamycin (TOR) Signaling WP1471" "8/36" 0.00342135821549077 0.0269146846285274 0 0 3.09501702259362 17.5726328310556 "CDC42;FKBP1A;PRKAA1;RRAGA;RPS6KB1;RICTOR;TSC1;HMGCR"
"61" "Interleukin-11 Signaling Pathway WP2332" "9/44" 0.00354252577329907 0.0274110190983141 0 0 2.8488224867055 16.0756640284689 "IKBKB;MAP2K1;CHUK;RPS6KB1;ITGA2;BCL2;PIK3R1;RAF1;PIAS1"
"62" "Pathways Regulating Hippo Signaling WP4540" "15/98" 0.00416363469470652 0.0316973479984109 0 0 2.13177192882724 11.6850240069392 "NTRK2;PRKAA1;FLT3;INSR;PRKCD;GNAI3;IGF1R;CDC42;LATS2;PRKAR2A;GNAQ;NF2;FGFR4;TEAD1;FGFR1"
"63" "Spinal Cord Injury WP2431" "17/118" 0.00450784674446339 0.0337730740220114 0 0 2.00651527312214 10.8390664458026 "BTG2;BDNF;ROCK2;OMG;RTN4;GFAP;TNFSF13B;RGMA;GRIN1;EFNB2;CDC42;FKBP1A;CCND1;PLXNA2;NOS1;CD47;SLIT2"
"64" "PI3K-AKT-mTOR signaling pathway and therapeutic opportunities WP3844" "7/30" 0.00455722241354215 0.0336095152998733 0 0 3.24976787372331 17.5196349703684 "PTEN;GRB10;RICTOR;KRAS;PIK3R1;ATG13;FOXO1"
"65" "Regulation of Microtubule Cytoskeleton WP2038" "9/46" 0.00483921488995991 0.0351401450470935 0 0 2.72496063945743 14.526772755864 "CDC42;SPRED1;ROCK1;APC;WNT3A;GNAQ;TAOK1;PTEN;CLASP1"
"66" "Hippo-Merlin Signaling Dysregulation WP4541" "17/120" 0.00535505449978468 0.0382967533923996 0 0 1.97307335190344 10.318610116306 "NTRK2;FLT3;INSR;ITGA2;AMOT;IGF1R;SAV1;LIN28B;LATS2;CCND1;PRKAR2A;ITGA10;KRAS;NF2;FGFR4;TEAD1;FGFR1"
"67" "NOTCH1 regulation of human endothelial cell calcification WP3413" "5/17" 0.0056525423305795 0.0398208952243809 0 0 4.09634605931509 21.2012529289524 "DLL4;CALU;SOX6;DLL1;VEGFA"
"68" "miR-509-3p alteration of YAP1/ECM axis WP3967" "5/17" 0.0056525423305795 0.0392352938240224 0 0 4.09634605931509 21.2012529289524 "YAP1;EDNRA;PBX3;GPC6;TEAD1"
"69" "Somatroph axis (GH) and its relationship to dietary restriction and aging WP4186" "3/6" 0.00626407483431879 0.0428499032144706 0 0 6.96378830083565 35.3267714041411 "PTEN;FOXO1;IGF1R"
"70" "Non-small cell lung cancer WP4255" "11/66" 0.00696323450304358 0.0469520955062367 0 0 2.32126276694522 11.5299702533412 "MAP2K1;CDK6;CCND1;RASSF5;AKT3;RARB;E2F3;KRAS;PIK3R1;RAF1;SOS2"
"71" "miRNA regulation of prostate cancer signaling pathways WP3981" "7/33" 0.00792308932023448 0.0526718050584602 0 0 2.95433443065755 14.2929934095882 "MAP2K1;CCND1;AKT3;BCL2;KRAS;RAF1;FOXO1"
"72" "ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336" "13/86" 0.00815678415928446 0.0534722517108648 0 0 2.10533134676427 10.1243390418364 "WNT10B;WNT2B;WNT3A;FZD6;WNT7A;NKD1;LRP6;FOSL1;CCND3;CCND2;CCND1;APC;WNT4"
"73" "Kit receptor signaling pathway WP304" "10/59" 0.00875646558199667 0.0566171473246908 0 0 2.3606062036731 11.1844646801981 "RPS6KA3;MAP2K1;MAPK8;RPS6KB1;GRB10;BCL2;PIK3R1;RAF1;SOCS6;CRKL"
"74" "MET in type 1 papillary renal cell carcinoma WP4205" "10/59" 0.00875646558199667 0.055852050739222 0 0 2.3606062036731 11.1844646801981 "CDC42;MAP2K1;MAPK8;AKT3;RAPGEF1;KRAS;PIK3R1;RAF1;SOS2;CRKL"
"75" "IL-2 Signaling Pathway WP49" "8/42" 0.00911037700984601 0.0573346393152975 0 0 2.65287173365168 12.4640965231205 "MAP2K1;CCND2;RPS6KB1;IL2RB;BCL2;PIK3R1;RAF1;CRKL"
"76" "Splicing factor NOVA regulated synaptic proteins WP4148" "8/42" 0.00911037700984601 0.056580236166412 0 0 2.65287173365168 12.4640965231205 "MAPK9;CADM1;EPB41L1;KCNMA1;CASK;MAP4;CLASP1;GRIN1"
"77" "AMP-activated Protein Kinase (AMPK) Signaling WP1403" "11/69" 0.00972170998671923 0.0595928196588503 0 0 2.22033829881717 10.2877015997849 "LIPE;PRKAA1;CAB39;RPS6KB1;STRADB;INSR;FASN;TSC1;PIK3R1;HMGCR;ACACB"
"78" "Canonical  and Non-canonical Notch signaling WP3845" "6/27" 0.0108480239920126 0.065644452874743 0 0 3.09501702259362 14.0011523866712 "NOTCH2;DLL4;CHUK;ADAM10;RBPJ;DLL1"
"79" "Copper homeostasis WP3286" "9/52" 0.010993352424415 0.0656818018268848 0 0 2.41054210413542 10.8726646200006 "BACE1;APP;CCND1;APC;SLC11A2;PTEN;ADAM10;ATP7A;FOXO1"
"80" "Wnt Signaling Pathway WP363" "9/52" 0.010993352424415 0.0648607793040487 0 0 2.41054210413542 10.8726646200006 "MAPK9;MAPK8;CDK6;CCND1;APC;TSC1;AXIN2;MAP3K7;LRP6"
"81" "Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206" "5/20" 0.0118324587108404 0.0689496359446504 0 0 3.48189415041783 15.4488467467286 "EGLN1;PRKAA1;SLC11A2;ACACB;VEGFA"
"82" "Hedgehog Signaling Pathway WP4249" "8/44" 0.0120530643820879 0.0693786144920181 0 0 2.53228665484933 11.1887473937913 "CCND2;CCND1;SMURF2;SMURF1;PTCH1;IHH;BCL2;LRP2"
"83" "ErbB Signaling Pathway WP673" "13/91" 0.0129218556158765 0.0734833235023341 0 0 1.98965380023876 8.65267641747054 "MAP2K1;PIK3R1;FOXO1;CRKL;MAPK9;MAPK8;CCND1;RPS6KB1;AKT3;ABL2;KRAS;RAF1;SOS2"
"84" "Nanoparticle-mediated activation of receptor signaling WP2643" "6/28" 0.0129867529239068 0.0729731830962381 0 0 2.98448070035814 12.9640632120375 "MAPK9;MAPK8;MAP2K1;AKT3;KRAS;RAF1"
"85" "TLR4 Signaling and Tolerance WP3851" "6/28" 0.0129867529239068 0.0721146750598117 0 0 2.98448070035814 12.9640632120375 "IKBKB;TRAM1;CHUK;TRAF3;TRAF6;MAP3K7"
