"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"33" "DNA Damage Response (only ATM dependent) WP710" "17/110" 0.00798252884201797 0.114174351922196 0 0 1.8881546065419 9.12073086509016 "GSK3B;AXIN1;PIK3CB;HMGB1;PIK3C2A;MAPK10;PIK3CA;APC;PPP2R5E;CCNG2;AKT3;DVL3;GRB2;PIK3C3;KRAS;MAP3K7;WNT3"
"34" "Calcium Regulation in the Cardiac Cell WP536" "21/149" 0.00997804721269363 0.138518773070335 0 0 1.72192544062842 7.93354396324788 "RGS18;CHRM3;PRKCH;KCNB1;CAMK2A;CACNA1A;ITPR2;PRKCA;ATP2B1;GNG12;CACNA1E;ADCY7;RGS4;GJC1;RGS5;GJB2;PKIA;CAMK4;GNB4;RGS10;PRKD1"
"35" "Nuclear Receptors WP170" "8/38" 0.0105351296460261 0.142073748369266 0 0 2.5720991544224 11.7108701426405 "AR;THRB;NR5A2;NR2F1;RORA;NR1D2;NR3C1;RXRG"
"36" "Angiogenesis WP1539" "6/24" 0.0110929990920739 0.145441543651636 0 0 3.0543677458766 13.7490564510457 "PDGFRA;FLT1;PIK3CA;FGF2;HIF1A;FGFR2"
"37" "IL17 signaling pathway WP2112" "7/31" 0.0111290845790797 0.141971024900693 0 0 2.75878377046919 12.4095428521759 "GSK3B;TRAF3;TRAF6;IL17F;IL17RD;IL17D;MAP3K7"
"38" "Hepatitis C and Hepatocellular Carcinoma WP3646" "9/49" 0.0166950829889577 0.207370504494421 0 0 2.24402528268485 9.18398995484704 "CASP9;FRZB;CASP3;PTPN11;GRB2;PTGS2;HIF1A;TGFBR1;CD44"
"39" "Alzheimers Disease WP2059" "13/83" 0.0169913169895722 0.205638503053284 0 0 1.91357979259739 7.79793875065218 "GSK3B;MME;LRP1;ITPR2;GRIN2B;CASP9;BACE1;GRIN2A;CASP3;FAS;PLCB1;ATF6;SNCA"
"40" "AGE/RAGE pathway WP2324" "11/66" 0.017506952452437 0.206582038938757 0 0 2.03624516391774 8.23693177347233 "CASP9;SMAD2;MSR1;CHUK;ROCK1;CASP3;PRKCA;INHBB;HIF1A;EGFR;MYD88"
"41" "p38 MAPK Signaling Pathway WP400" "7/34" 0.0183811634504341 0.211607540209876 0 0 2.51536167307485 10.0524639943094 "CREB1;MAPKAPK5;GRB2;MEF2D;MAP3K7;TGFBR1;MAP2K6"
"42" "MicroRNAs in cardiomyocyte hypertrophy WP1544" "13/84" 0.0186448837191712 0.209532978939258 0 0 1.89079908078075 7.52950890496803 "HDAC4;GSK3B;FZD2;MYEF2;CHUK;ROCK1;NRG1;PIK3CB;FGF2;PIK3CA;IL6ST;FGFR2;MAP2K6"
"43" "Leptin signaling pathway WP2034" "12/76" 0.0201007629203354 0.220640932520891 0 0 1.9290743658168 7.5368887407681 "GSK3B;CREB1;PRKAA2;CHUK;ROCK1;CFL2;PDE3B;PLCG2;REL;KPNA4;PTPN11;GRB2"
"44" "RAC1/PAK1/p38/MMP2 Pathway WP3303" "11/68" 0.021539334355814 0.231058313998732 0 0 1.9763556002731 7.58500478183902 "CASP9;YAP1;CHUK;PIK3CA;PTPN11;KRAS;GRB2;ANGPTL1;EGFR;NCK1;MAPK13"
"45" "IL-6 signaling pathway WP364" "8/43" 0.0217598538361034 0.228236689125351 0 0 2.27301785739654 8.70040448149971 "GSK3B;GAB1;PTPN11;GRB2;PRDM1;NLK;IL6ST;MAP3K7"
"46" "Nanoparticle-mediated activation of receptor signaling WP2643" "6/28" 0.0234729155827073 0.240852525109518 0 0 2.61802949646566 9.82260594528072 "MAPK10;AKT3;KRAS;GRB2;EGFR;MAPK13"
"47" "TLR4 Signaling and Tolerance WP3851" "6/28" 0.0234729155827073 0.235728003298677 0 0 2.61802949646566 9.82260594528072 "CHUK;TRAF3;INPP5D;TRAF6;MAP3K7;MYD88"
"48" "Wnt Signaling Pathway WP363" "9/52" 0.0240210026100527 0.236206525665518 0 0 2.11456228560688 7.88483635710205 "GSK3B;CDK6;APC;AXIN1;DVL3;CSNK1D;PRKCA;NLK;MAP3K7"
"49" "Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932" "35/303" 0.0243189486521689 0.234255995180076 0 0 1.41125902449744 5.24494339199529 "GSK3B;PHLPP1;FLT1;PRKAA2;CSF1;COL11A1;TNC;IRS4;PIK3CB;FGF1;PIK3C2A;HIF1A;FGF2;EGFR;GHR;CASP9;FGF7;PPP2R5E;PDGFD;AKT3;ITGB8;ITGB6;PPARGC1A;PDGFRA;ITGA3;GNG12;EPOR;CREB1;PIK3CA;COL4A1;PPP2R2B;GNB4;GRB2;KRAS;FGFR2"
"50" "Breast cancer pathway WP4262" "20/154" 0.026526591183742 0.250411020774524 0 0 1.58668454331252 5.75904229022732 "GSK3B;FZD3;FZD2;AXIN1;BRAF;FGF1;FGF2;EGFR;DLL4;SFRP4;FGF7;CDK6;PIK3CA;APC;AKT3;DVL3;GRB2;KRAS;POLK;WNT3"
"51" "Melatonin metabolism and effects WP3298" "7/37" 0.0284325103072136 0.263140095392252 0 0 2.31141342931202 8.22914507940819 "GSK3B;MAP2;TRAF6;CAMK2A;PRKCA;CSNK1D;SIRT1"
"52" "Pancreatic adenocarcinoma pathway WP4263" "13/89" 0.0287805991050668 0.261239284184453 0 0 1.78457441332116 6.33176595901181 "SMAD2;CHUK;BRAF;PIK3CB;TGFBR1;EGFR;CASP9;MAPK10;CDK6;PIK3CA;AKT3;KRAS;POLK"
"53" "Globo Sphingolipid Metabolism WP1424" "5/22" 0.0296879196306426 0.264390529540818 0 0 2.77669795079691 9.76568851657762 "ST6GALNAC1;ST8SIA1;GALNT2;FUT9;ST6GALNAC5"
"54" "T-Cell antigen Receptor (TCR)  Signaling Pathway WP69" "13/90" 0.0312132723792447 0.272827121537102 0 0 1.7647458087287 6.11821820567036 "CHUK;CBLB;PTPN11;GATA3;CRKL;CREB1;GRAP2;TRAF6;REL;FAS;GRB2;MAP3K7;NCK1"
"55" "Cytosine methylation WP3585" "3/9" 0.0315990482958341 0.27117728719334 0 0 4.07249032783547 14.0689402405345 "TDG;TET2;TET1"
"56" "Extracellular vesicle-mediated signaling in recipient cells WP2870" "6/30" 0.0321955824918509 0.271362766717029 0 0 2.44349419670128 8.39566530369509 "SMAD2;APC;AXIN1;KRAS;EGFR;TGFBR1"
"57" "Oligodendrocyte Specification and differentiation(including remyelination), leading to Myelin Components for CNS WP4304" "6/30" 0.0321955824918509 0.266602016423748 0 0 2.44349419670128 8.39566530369509 "MOG;MBP;OLIG2;SOX6;FGF2;MYT1"
"58" "IL-1 signaling pathway WP195" "9/55" 0.0333852092318646 0.271686530300691 0 0 1.99922252457378 6.79664149054303 "MAP3K2;CHUK;TRAF6;PELI2;REL;PTPN11;MAP3K7;MYD88;MAP2K6"
"59" "Energy Metabolism WP1541" "8/47" 0.0354056045168397 0.283244836134718 0 0 2.07956952910747 6.94760296169986 "GSK3B;MEF2C;PRKAA2;CREB1;CAMK4;MEF2D;PPARGC1A;SIRT1"
"60" "Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291" "4/16" 0.0366947210641215 0.288665139037756 0 0 3.0543677458766 10.0950591767938 "MLPH;RAB27B;GCC2;EXPH5"
"61" "Interactome of polycomb repressive complex 2 (PRC2)  WP2916" "4/16" 0.0366947210641215 0.283932923643695 0 0 3.0543677458766 10.0950591767938 "SETX;AEBP2;RBBP4;JARID2"
"62" "SREBF and miR33 in cholesterol and lipid homeostasis WP2011" "4/16" 0.0366947210641215 0.279353360359119 0 0 3.0543677458766 10.0950591767938 "ABCA1;HMGCR;SIRT1;PPARGC1A"
"63" "G13 Signaling Pathway WP524" "7/39" 0.0368810909716762 0.276315475216368 0 0 2.19287940729602 7.23662550114763 "MAPK10;ROCK1;PIK3CA;CFL2;PIP4K2A;PIK3CB;SH3RF1"
"64" "GABA receptor Signaling WP4159" "6/31" 0.0372515479744533 0.274730166311593 0 0 2.36467180325931 7.77991631897574 "GABRB2;GABRP;GABRA1;GABRA6;GABRA5;GABRA4"
"65" "Regulation of Actin Cytoskeleton WP51" "19/150" 0.0375101625059595 0.272381487735583 0 0 1.54754632457748 5.08081647474278 "CHRM3;PDGFRA;ROCK1;BRAF;PIK3CB;FGF1;GNG12;PIK3C2A;FGF2;EGFR;FGF7;PIK3CA;APC;CFL2;PIP4K2A;PIK3C3;KRAS;PIP4K2C;FGFR2"
"66" "Pathways Affected in Adenoid Cystic Carcinoma WP3651" "10/65" 0.0376647464824707 0.269360005147366 0 0 1.87961092053945 6.1633019662212 "BRD1;NCOR1;PIK3CA;SRCAP;NFIB;NSD1;SMC1A;ARID1A;IL17RD;MYBL1"
"67" "Angiopoietin Like Protein 8 Regulatory Pathway WP3915" "17/132" 0.0412944543258707 0.290910185698671 0 0 1.57346217211825 5.01466652964014 "MAP3K2;GSK3B;ABCG5;THRB;PRKAA2;IRS4;CBLB;PIK3CB;PIK3C2A;MAPK13;MAPK10;RPS6KA6;PIK3CA;PIK3C3;MAP3K13;MAP3K7;MAP2K6"
"68" "TGF-beta Signaling Pathway WP366" "17/132" 0.0412944543258707 0.286632094732514 0 0 1.57346217211825 5.01466652964014 "SMAD2;YAP1;MEF2C;ROCK1;TNC;AXIN1;RUNX2;PIAS2;TGFBR1;ZEB2;ZFYVE16;ZEB1;TRAF6;STRAP;GRB2;MAP3K7;MAP2K6"
"69" "LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258" "13/94" 0.0424367031014229 0.290291650201038 0 0 1.68965024239982 5.33885824823824 "GSK3B;FZD3;FZD2;AXIN1;HNRNPU;NLK;DKK1;SFRP4;CDK6;APC;DVL3;MAP3K7;WNT3"
"70" "Trans-sulfuration pathway WP2333" "3/10" 0.0424492183088143 0.286229014882291 0 0 3.66524129505192 11.5801348104781 "CBS;MAT2B;GCLM"
"71" "Development and heterogeneity of the ILC family WP3893" "6/32" 0.0427874481016405 0.284446133858793 0 0 2.29077580940745 7.21940398914013 "BCL11B;IL15;IL7;RORA;AHR;GATA3"
"72" "Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817" "6/32" 0.0427874481016405 0.280495493110754 0 0 2.29077580940745 7.21940398914013 "TTC9;GJB2;CHUK;TNFRSF11A;NR3C1;EGFR"
"73" "Structural Pathway of Interleukin 1 (IL-1) WP2637" "8/49" 0.0440144811297825 0.284586782099416 0 0 1.99468914016431 6.22988609352577 "MAPK10;CHUK;TRAF6;MBP;MAP3K7;TANK;MYD88;MAP2K6"
"74" "Canonical and Non-Canonical TGF-B signaling WP3874" "4/17" 0.0449675511979951 0.286820056289914 0 0 2.87469905494269 8.91678215906366 "SMAD2;LOX;TGFBR1;BMPR1A"
"75" "NOTCH1 regulation of human endothelial cell calcification WP3413" "4/17" 0.0449675511979951 0.282995788872715 0 0 2.87469905494269 8.91678215906366 "DLL4;JAG1;MGP;SOX6"
"76" "Wnt Signaling WP428" "15/115" 0.0482071159815963 0.299391562412019 0 0 1.59358317176171 4.83214039629682 "GSK3B;FZD3;FZD2;CAMK2A;AXIN1;PRKCA;NLK;DKK1;SFRP4;DAAM1;APC;DVL3;PLCB1;MAP3K7;WNT3"
"77" "Photodynamic therapy-induced AP-1 survival signaling. WP3611" "8/50" 0.0487932989546275 0.299096585799794 0 0 1.95479535736103 5.90379922698663 "PDGFRA;FGF7;TRAF6;FAS;EGFR;HBEGF;MAP2K6;MAPK13"
"78" "Resistin as a regulator of inflammation WP4481" "6/33" 0.0488126043255162 0.295378836431329 0 0 2.22135836063753 6.7079840375721 "CHUK;PIK3CA;AKT3;PLCG2;PIK3CB;PLCB1"
"79" "Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668" "5/25" 0.0489311356309282 0.292348050858204 0 0 2.44349419670128 7.3728561139961 "FBN2;SMAD2;TGFBR1;RUNX2;FBN1"
"80" "Common Pathways Underlying Drug Addiction WP2636" "7/42" 0.0523913829038529 0.309109159132732 0 0 2.03624516391774 6.00491376415804 "GRIA2;GRM5;GRIN2A;CREB1;CAMK4;CAMK2A;PRKCA"
"81" "Splicing factor NOVA regulated synaptic proteins WP4148" "7/42" 0.0523913829038529 0.305292996674303 0 0 2.03624516391774 6.00491376415804 "CADM1;CASK;GRIK2;ANK3;ATP2B1;GRIN2B;CLASP1"
"82" "Myometrial Relaxation and Contraction Pathways WP289" "19/156" 0.0524166779904107 0.301715512335047 0 0 1.48802531209373 4.3874879520615 "RGS18;CRCP;PRKCH;GSTO1;CAMK2A;ITPR2;PRKCA;GNG12;RXFP1;ADCY7;ETS2;RGS4;RGS5;CREB1;PKIA;PLCG2;GNB4;RGS10;PRKD1"
"83" "TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition WP3859" "4/18" 0.0541922150160354 0.308177415512876 0 0 2.71499355189031 7.9147981137404 "SMAD2;TNC;SNAI2;RUNX2"
"84" "Pathways Regulating Hippo Signaling WP4540" "13/98" 0.0562228653948493 0.315918957932962 0 0 1.6206849263835 4.66503094441934 "SMAD2;PDGFRA;PRKCH;FLT1;PRKAA2;PRKCA;EGFR;GNAL;CDH20;PLCB1;TEAD1;FGFR2;CDH19"
"85" "Sulindac Metabolic Pathway WP2542" "2/5" 0.0566642117571372 0.314653034698456 0 0 4.88698839340257 14.028649742071 "MSRB2;MSRB3"
"86" "Ectoderm Differentiation WP2858" "17/138" 0.0585900325474449 0.321563899562721 0 0 1.5050507733305 4.27011604194063 "NLGN1;ELOVL2;STC1;LDB2;NLK;ZFHX4;EDA2R;ZBTB2;CLDN11;PTPRB;ST8SIA4;ZBTB7B;OGT;FGFR2;ASTN1;BMPR1A;SNCA"
"87" "Copper homeostasis WP3286" "8/52" 0.0593282143178936 0.32187261101202 0 0 1.87961092053945 5.30928113645266 "BACE1;GSK3B;PIK3CA;SLC31A2;APC;CASP3;ADAM9;STEAP2"
"88" "Photodynamic therapy-induced NF-kB survival signaling WP3617" "6/35" 0.0623544397170433 0.334446540300505 0 0 2.09442359717253 5.81185877236723 "CHUK;TRAF6;REL;PTGS2;BIRC2;BCL2L2"
"89" "Circadian rhythm related genes WP3594" "23/201" 0.0639762956325514 0.339290017287239 0 0 1.39801906776442 3.84349363958157 "GSK3B;NLGN1;PHLPP1;PRKAA2;KMT2A;BHLHE41;HNRNPU;CSNK1D;NR1D2;RORA;AHR;TNFRSF11A;SIRT1;SLC6A4;SETX;MAPK10;NCOR1;CREB1;HNRNPD;FAS;FBXL3;PPARGC1A;OGT"
"90" "T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863" "9/62" 0.064296223570817 0.337197972504729 0 0 1.77350385244448 4.86694571655323 "GSK3B;DLG1;PTPRC;CHUK;PIK3CA;GRAP2;GRB2;MAP3K7;NCK1"
"91" "Apoptosis Modulation by HSP70 WP384" "4/19" 0.0643571683379498 0.333808609401234 0 0 2.5720991544224 7.05605749943336 "CASP9;MAPK10;CASP3;FAS"
"92" "Cell Differentiation - Index expanded WP2023" "4/19" 0.0643571683379498 0.330180254951221 0 0 2.5720991544224 7.05605749943336 "MEF2C;MEF2D;LEFTY2;RUNX2"
"93" "Mitochondrial Gene Expression WP391" "4/19" 0.0643571683379498 0.326629929629164 0 0 2.5720991544224 7.05605749943336 "MYEF2;CREB1;CAMK4;PPARGC1A"
"94" "Serotonin Receptor 4/6/7 and NR3C Signaling WP734" "4/19" 0.0643571683379498 0.323155143143748 0 0 2.5720991544224 7.05605749943336 "ELK4;CREB1;BRAF;NR3C1"
"95" "Phosphodiesterases in neuronal function WP4222" "8/53" 0.0650924755634832 0.323406825957516 0 0 1.84414656354814 5.03810941633224 "GUCY1A2;GRIN2A;CREB1;PDE3B;PDE7B;ADCY7;GRIN2B;PDE9A"
"96" "PI3K-Akt Signaling Pathway WP4172" "36/340" 0.0668382542722622 0.328621416838622 0 0 1.29361457472421 3.49984796326816 "GSK3B;PHLPP1;FLT1;PRKAA2;CSF1;TNC;PIK3CB;FGF1;FGF2;EGFR;GHR;CASP9;FGF7;PPP2R5E;PDGFD;AKT3;ITGB8;ITGB6;PDGFRA;CHUK;ITGA3;PRKCA;GNG12;EPOR;CDK6;CREB1;PIK3CA;C8ORF44-SGK3;COL4A1;IL7;PPP2R2B;GNB4;GRB2;SGK3;KRAS;FGFR2"
"97" "Amino Acid metabolism WP3925" "12/91" 0.0672058130216112 0.327022100476294 0 0 1.6110950747481 4.34994950328023 "ADH4;GLUD1;PPM1L;MDH1;CBS;SMS;HNMT;BCAT1;GCLM;HIBCH;GLS;FARSB"
