Enrichr_Libraries_Most_Popular_Genes


GO_Molecular_Function_2018
phosphatidylinositol 3-kinase activity (GO:0035004)	18/76	3.135795e-05	0.03609300	0	0	2.893612	30.00688	PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;PIK3C2A;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;PIK3C3;GRB2;FGFR2;HBEGF
growth factor receptor binding (GO:0070851)	20/92	4.406461e-05	0.02535918	0	0	2.655972	26.63901	PDGFRA;KL;LINGO1;ERAP1;IL36G;FGF1;FGF2;EREG;TIMM50;IL1F10;BTC;SNX4;ESM1;EPGN;SNX2;PDGFD;TRIP6;GRB2;IL6ST;HBEGF
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	16/68	9.253207e-05	0.03550147	0	0	2.874699	26.70008	PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;GRB2;FGFR2;HBEGF
1-phosphatidylinositol-3-kinase activity (GO:0016303)	12/43	1.212304e-04	0.03488405	0	0	3.409527	30.74649	KL;FGF7;PIK3CA;GAB1;PTPN11;GRB2;PIK3C3;PIK3CB;FGF1;PIK3C2A;FGF2;FGFR2
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	16/71	1.595148e-04	0.03672030	0	0	2.753233	24.07255	PDGFRA;KL;GAB1;NRG1;PTPN11;PIK3CB;FGF1;FGF2;EGFR;EREG;BTC;FGF7;PIK3CA;GRB2;FGFR2;HBEGF
phosphatidylinositol kinase activity (GO:0052742)	13/51	1.753862e-04	0.03364491	0	0	3.114257	26.93372	PI4K2B;KL;GAB1;PTPN11;PIK3CB;FGF1;PIK3C2A;FGF2;FGF7;PIK3CA;PIK3C3;GRB2;FGFR2
integrin binding (GO:0005178)	19/94	1.886334e-04	0.03101673	0	0	2.469489	21.17761	COL16A1;EGFL6;CXADR;ADAM22;NRG1;PRKCA;HMGB1;FGF1;FGF2;WISP1;ADAMTS5;ESM1;FRMD5;FAP;ADAM9;S1PR3;LGALS8;UTRN;FBN1
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	41/280	1.948327e-04	0.02803156	0	0	1.788987	15.28397	NFAT5;AKNA;HLF;TSHZ3;PLAG1;TSHZ1;BHLHE41;SIX1;GATA3;PRDM1;NR3C1;ETS2;ZBTB2;ELK4;NACC2;CAMTA1;ZNF148;TEAD1;MEF2D;MYBL1;TCFL5;SMAD2;MEF2C;MYEF2;BCL11B;TCF12;EBF1;NR2F1;NFXL1;NR1D2;MITF;ETV1;CREB1;NFIA;NFIB;RFX4;TFEC;SNAI2;SSBP2;ATF6;SSBP3
epidermal growth factor receptor binding (GO:0005154)	8/25	6.037441e-04	0.07721216	0	0	3.909591	28.97929	BTC;SNX4;LINGO1;EPGN;SNX2;GRB2;EREG;HBEGF
protein kinase activity (GO:0004672)	63/513	7.753212e-04	0.08923947	0	0	1.500391	10.74615	DDR1;GSK3B;CCNT2;FLT1;DYRK2;LRRK2;FGF1;FGF2;FGF7;RPS6KA6;SLK;AKT3;CPNE3;MAP3K7;EPHB1;EPHA5;PDGFRA;EPHA7;PRKCH;KSR1;CHUK;PRKCA;NRG1;CSNK1D;TGFBR1;EREG;BTC;MELK;MAPKAPK5;SGK3;PRKD1;TNIK;HBEGF;PRKAA2;ROCK1;PELI2;CAMK2A;NLK;EGFR;NUAK1;ACVR1C;ABL2;MAP2K6;MARK1;MAP3K2;DCLK3;DCLK2;BRAF;ERLIN2;ACVR2B;HIPK3;DCLK1;MAPK13;ICK;TAOK3;AXL;STK17B;AAK1;CDK13;MAP3K13;BMPR1B;FGFR2;BMPR1A


GO_Cellular_Component_2018
CD40 receptor complex (GO:0035631)	5/11	0.001108472	0.4943786	0	0	5.553396	37.789596	CHUK;TRAF3;TRAF6;TANK;BIRC2
Golgi medial cisterna (GO:0005797)	4/8	0.002392530	0.5335343	0	0	6.108735	36.868685	TMEM59;MAN2A1;GOSR1;YIPF6
integral component of plasma membrane (GO:0005887)	149/1463	0.002778399	0.4130553	0	0	1.244295	 7.323770	CHRM3;CD84;SLCO6A1;ALCAM;SCN9A;CLEC5A;SLC16A7;BCAP29;ENPP1;EPHB1;KCNH2;EPHA5;PDGFRA;EPHA7;ABCG5;CXADR;SEMA6D;SLC6A15;EREG;PROCR;KCNQ3;ADAM8;AGTR2;PRKD1;IL6ST;STEAP2;CFTR;ATP6V1A;GRIA2;PTGFR;CALCRL;CHRNA5;PCDH10;HPN;TNFRSF11A;LRRC55;MCHR2;KCNV1;GRIN2A;CALHM1;FLRT2;NPC1L1;PLXNA4;ABCA1;CCR1;KL;MSR1;JAG1;CADM1;CADM2;ATP8B1;SLC33A1;SLC4A10;TNFRSF10A;CALHM3;GRIN2B;DCLK1;PTPRD;SLC6A6;PTPRB;DLG1;PTPRC;TNFSF4;TRIP6;SLC26A7;BMPR1B;FGFR2;PCDHB7;DDR1;GABRB2;TENM2;FLT1;PCDHGB4;GRIK1;GRIK2;SLC6A4;GHR;GRM5;CLEC1A;GRM7;SLC22A16;SGCB;GRM8;EMB;TRPC5;PCDHGA6;CR1;MME;CHUK;IL15;COL25A1;SLC2A13;PTH2R;ABCC9;IL17RD;TGFBR1;BACE1;TMEM2;MMP16;TRAF3;FSHR;TRAF6;RGR;MS4A1;BIRC2;CD44;HBEGF;SLC24A2;HCN4;NLGN1;SAMD8;LRP1;SLC20A2;NRXN1;PTGER3;NRXN3;CLCN3;TANK;EGFR;ACVR1C;GPA33;MLANA;P2RY1;HAS2;LRRC8D;S1PR3;LRRC8E;P2RY12;GABRA1;GABRP;NLGN4X;GABRA6;SLC31A2;GABRA5;PCDH7;GABRA4;KCNJ16;OPRK1;ATP2B1;HTR5A;ACVR2B;EPOR;DCBLD2;EPGN;GLRB;AXL;SLMAP;FAS;HCN1
GABA-A receptor complex (GO:1902711)	6/19	0.003182528	0.3548519	0	0	3.858149	22.184662	GABRB2;GABRP;GABRA1;GABRA6;GABRA5;GABRA4
nuclear chromosome (GO:0000228)	10/52	0.008672433	0.7735810	0	0	2.349514	11.154565	ZBTB18;SETX;PBRM1;CCDC36;MSH4;H3F3A;HNRNPU;SMC1A;HDAC8;SMC2
FACIT collagen trimer (GO:0005593)	3/6	0.009064015	0.6737585	0	0	6.108735	28.732090	COL16A1;COL14A1;COL12A1
ISWI-type complex (GO:0031010)	4/11	0.009238354	0.5886151	0	0	4.442717	20.811425	HMGXB4;RBBP4;RSF1;BPTF
intercalated disc (GO:0014704)	7/31	0.011129085	0.6204465	0	0	2.758784	12.409543	GJC1;DLG1;TMEM65;NRAP;CTNNA3;ANK3;DSC2
bicellular tight junction (GO:0005923)	12/72	0.013430976	0.6655795	0	0	2.036245	 8.776607	CLDN22;CLDN11;OCLN;DLG1;CXADR;APC;VAPA;SHROOM2;STRN;ANK3;TGFBR1;MPP7
serine/threonine protein kinase complex (GO:1902554)	6/25	0.013607113	0.6068772	0	0	2.932193	12.600110	ACVR1C;CHUK;PHKB;MAP3K13;MAP3K7;TGFBR1


GO_Biological_Process_2018
regulation of transcription from RNA polymerase II promoter (GO:0006357)	167/1478	8.697308e-06	0.04438236	0	0	 1.380458	 16.08579	CCNT2;WWC1;UBE2D3;WWC2;ATN1;HNRNPU;ARID4A;RORA;PRDM1;AHR;IKZF2;NR3C1;FGF1;FGF2;ETS2;ABRA;ELK4;ZNF568;MEF2C;ZBTB38;EBF1;RFX3;MITF;DICER1;MED4;POU3F2;DKK1;RUNX2;ADCYAP1;SFRP4;ZFYVE16;TBL1XR1;RFX4;HOXB2;PRKD1;ATF6;BLZF1;HOMEZ;AKNA;KMT2A;SRCAP;TSHZ3;TSHZ1;CTR9;GATA3;ZNF24;HIF1A;ZBTB2;HMBOX1;RAD21;CAMTA1;RPRD1A;ZNF148;PPARGC1A;ZNF300;BPTF;ZBTB18;SMAD2;WWTR1;DR1;JAG1;POU2F1;BCL11B;SS18L1;SLC33A1;NR2F1;NR1D2;INHBA;MED13L;SETX;BMP3;DLG1;TFCP2;JMY;REL;SP5;SNAI2;MDM4;SP7;RCOR3;CDK13;BMPR1B;OGT;BRWD3;FGFR2;BMPR1A;ZNF254;TENM2;CSRNP3;THRB;LDB1;BHLHE41;SIX1;HMGB1;LDB2;ZC3H6;EFCAB7;PHF6;MED17;TMEM100;MED14;TRPS1;ZMYM6;MYBL1;TEAD1;NCK1;MKL2;BRD3;CHUK;ITGA3;TCF12;TET2;TET1;ETV1;ARID1A;SIRT1;ZHX1;PAX2;KLF17;KAT2B;ZEB2;NR5A2;CREB1;ZEB1;NCOR1;TRAF6;TFEC;NCOA7;VGLL1;YAP1;HDAC4;NFAT5;RNASEL;USP15;HLF;PLAG1;TAF9;LIN9;HDAC8;TOB1;EGFR;DLL4;NSD1;BEND3;RBBP8;BRD8;ZNF224;LEFTY2;MEF2D;E2F7;SNCA;TCFL5;MBD4;PCGF5;MACC1;DAB2IP;CDC5L;DEK;ACVR2B;GRHL2;NFIA;NFIB;ZNF613;SSBP2;LPIN2;SSBP3;PF4
ERBB signaling pathway (GO:0038127)	19/80	1.828217e-05	0.04664696	0	0	 2.901649	 31.65579	GAB1;CBLB;NRG1;PRKCA;PTPN11;PTPN12;PIK3C2A;EGFR;EREG;BTC;EPGN;PIK3CA;REPS2;ABL2;CPNE3;KRAS;GRB2;EPS15;HBEGF
cytoplasmic microtubule organization (GO:0031122)	14/48	1.934892e-05	0.03291251	0	0	 3.563429	 38.67345	CCDC13;VPS4B;AXIN1;CRIPT;FIGN;SLAIN2;HOOK3;TRDN;CCDC88A;DLG1;SLK;SPAST;TUBGCP4;CLASP1
retinal ganglion cell axon guidance (GO:0031290)	5/6	2.042631e-05	0.02605886	0	0	10.181226	109.94387	ROBO2;NRP1;ALCAM;SLIT2;EPHB1
establishment of protein localization to membrane (GO:0090150)	19/83	3.181846e-05	0.03247392	0	0	 2.796770	 28.96186	RFTN2;ATG3;SYS1;ZDHHC20;RAB3IP;ZDHHC21;BRAF;ANK3;EGFR;ZDHHC15;GOLGA7B;REEP1;RABGEF1;RAB31;RILPL1;KIF13A;RAB3GAP2;BLZF1;SEC63
epidermal growth factor receptor signaling pathway (GO:0007173)	15/57	3.797009e-05	0.03229356	0	0	 3.215124	 32.72582	GAB1;CBLB;PTPN11;PIK3C2A;EGFR;EREG;BTC;EPGN;PIK3CA;REPS2;ABL2;KRAS;GRB2;EPS15;HBEGF
ERBB2 signaling pathway (GO:0038128)	12/39	4.202880e-05	0.03063900	0	0	 3.759222	 37.88226	BTC;PIK3CA;GAB1;CPNE3;NRG1;PRKCA;KRAS;GRB2;PTPN12;EGFR;EREG;HBEGF
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	102/848	4.979448e-05	0.03176265	0	0	 1.469554	 14.55977	CCNT2;WWC1;HNRNPU;RORA;AHR;IKZF2;NR3C1;FGF1;FGF2;ABRA;ELK4;MEF2C;ZBTB38;EBF1;RFX3;MITF;RUNX2;ADCYAP1;TBL1XR1;RFX4;HOXB2;PRKD1;ATF6;AKNA;KMT2A;CTR9;GATA3;ZNF24;HIF1A;CAMTA1;SCAP;PPARGC1A;ZNF300;ZBTB18;SMAD2;WWTR1;JAG1;POU2F1;BCL11B;SS18L1;NR1D2;ERLIN2;INHBA;SETX;REL;SP7;CDK13;BMPR1B;OGT;FGFR2;BMPR1A;CSRNP3;THRB;LDB1;SIX1;HMGB1;LDB2;EFCAB7;MED17;MED14;MYBL1;TEAD1;NCK1;MKL2;CHUK;TCF12;TET2;TET1;ETV1;SIRT1;PAX2;KAT2B;ZEB2;NR5A2;CREB1;TRAF6;TFEC;NCOA7;VGLL1;YAP1;HDAC4;NFAT5;RNASEL;HLF;PLAG1;TAF9;EGFR;MEF2D;E2F7;MBD4;PCGF5;MACC1;DAB2IP;CDC5L;GRHL2;NFIA;NFIB;ZNF613;SSBP2;LPIN2;SSBP3;PF4
regulation of cell-matrix adhesion (GO:0001952)	14/52	5.200813e-05	0.02948861	0	0	 3.289319	 32.44621	GSK3B;JAG1;CSF1;LDB1;ROCK1;CASK;PIK3CB;SLK;CDK6;NF1;UTRN;CCL28;CLASP1;GPM6B
glutamate receptor signaling pathway (GO:0007215)	11/36	9.398892e-05	0.04796254	0	0	 3.733116	 34.61470	GRIA2;GRM5;GRIN2A;GRM7;KCNB1;GRM8;GRIK1;GRIK2;PLCB1;GRIN2B;CPEB4


WikiPathways_2019_Human
Mesodermal Commitment Pathway WP2857	29/147	7.300887e-06	0.003446018	0	0	2.410249	28.50726	YAP1;GATA3;NLK;C9ORF72;PHF6;ELK4;MBTD1;ZIC2;UBR5;DIP2A;ASCC3;JARID2;TEAD1;LEFTY2;WNT3;SMAD2;WDHD1;AXIN1;TET1;INHBA;ZIC5;DKK1;ZFHX4;GRHL2;ACVR2B;CCDC88A;AEBP2;RGS10;BMPR1A
ErbB Signaling Pathway WP673	21/91	1.089591e-05	0.002571434	0	0	2.819416	32.21782	GSK3B;CAMK2A;GAB1;CBLB;NRG1;PRKCA;BRAF;PIK3CB;EGFR;CRKL;EREG;BTC;MAPK10;PIK3CA;AKT3;PLCG2;ABL2;KRAS;GRB2;NCK1;HBEGF
Endometrial cancer WP4155	16/63	3.410198e-05	0.005365377	0	0	3.102850	31.91639	GSK3B;AXIN1;BRAF;PIK3CB;FGF1;FGF2;EGFR;CASP9;PIK3CA;APC;AKT3;CTNNA3;KRAS;GRB2;POLK;FGFR2
Endoderm Differentiation WP2853	26/141	7.102934e-05	0.008381462	0	0	2.252867	21.52033	WWC1;CTR9;NR3C1;NLK;PHF6;ELK4;MBTD1;BTAF1;UBR5;DIP2A;ASCC3;JARID2;WNT3;BPTF;SMAD2;WDHD1;TET1;FOXN3;ZIC5;DKK1;ZFHX4;GRHL2;AEBP2;APC;RGS10;BMPR1A
Epithelial to mesenchymal transition in colorectal cancer WP4239	28/159	8.872700e-05	0.008375829	0	0	2.151504	20.07342	GSK3B;PIK3CB;HIF1A;CLDN22;DLL4;RBBP4;AKT3;MEF2D;WNT3;MAP2K6;SMAD2;FZD3;FZD2;JAG1;TGFBR1;DLK1;MAPK13;CLDN11;OCLN;ZEB2;ZEB1;PIK3CA;COL4A1;TRAF6;SNAI2;STRAP;GRB2;KRAS
Signaling Pathways in Glioblastoma WP2261	18/82	9.138228e-05	0.007188739	0	0	2.681884	24.94275	PDGFRA;PRKCH;GAB1;PRKCA;BRAF;PIK3CB;PIK3C2A;EGFR;CDK6;PIK3CA;AKT3;PLCG2;NF1;MDM4;KRAS;GRB2;FGFR2;MAP2K6
Endochondral Ossification WP474	15/64	1.592380e-04	0.010737191	0	0	2.863470	25.04136	HDAC4;MEF2C;FGF2;RUNX2;GHR;ADAMTS4;ADAMTS5;ACAN;IFT88;CHST11;FRZB;MGP;ENPP1;SOX6;BMPR1A
ESC Pluripotency Pathways WP3931	22/116	1.629209e-04	0.009612336	0	0	2.317107	20.21037	PDGFRA;GSK3B;FZD3;FZD2;GAB1;AXIN1;BRAF;PTPN11;FGF1;FGF2;EGFR;FGF7;APC;AKT3;DVL3;GRB2;IL6ST;BMPR1B;WNT3;FGFR2;MAP2K6;BMPR1A
Ras Signaling WP4223	30/184	2.121321e-04	0.011125149	0	0	1.991979	16.84876	FLT1;RASAL2;PIK3CB;RASGRP1;ETS2;EGFR;GRIN2A;AKT3;PLCG2;ABL2;SHOC2;PDGFRA;PLA2G12A;KSR1;CHUK;GAB1;PRKCA;PTPN11;GNG12;GRIN2B;MAPK10;PIK3CA;RASA2;GNB4;NF1;REL;GRB2;KRAS;FGFR2;ARF6
B Cell Receptor Signaling Pathway WP23	19/97	2.888335e-04	0.013632940	0	0	2.393113	19.50306	GSK3B;MEF2C;CHUK;CAMK2A;GAB1;DAPP1;BRAF;PTPN11;CRKL;PTPRC;CREB1;INPP5D;PLCG2;REL;GRB2;MAP3K7;MEF2D;MAP2K6;NCK1


KEGG_2019_Human
ErbB signaling pathway	21/85	3.450889e-06	0.001062874	0	0	3.018434	37.96248	GSK3B;CAMK2A;GAB1;CBLB;NRG1;PRKCA;BRAF;PIK3CB;EGFR;CRKL;EREG;BTC;MAPK10;PIK3CA;AKT3;PLCG2;ABL2;KRAS;GRB2;NCK1;HBEGF
Signaling pathways regulating pluripotency of stem cells	28/139	6.887913e-06	0.001060739	0	0	2.461073	29.25168	GSK3B;RIF1;PIK3CB;FGF2;ACVR1C;AKT3;DVL3;JARID2;LEFTY2;WNT3;SMAD2;FZD3;FZD2;PCGF5;AXIN1;INHBB;INHBA;ACVR2B;INHBE;MAPK13;PIK3CA;APC;GRB2;KRAS;IL6ST;BMPR1B;FGFR2;BMPR1A
Colorectal cancer	18/86	1.740918e-04	0.017873420	0	0	2.557145	22.13446	SMAD2;GSK3B;AXIN1;BRAF;PIK3CB;TGFBR1;EGFR;EREG;CASP9;MAPK10;PIK3CA;APC;CASP3;AKT3;KRAS;GRB2;POLK;APPL1
Nicotine addiction	11/40	2.666327e-04	0.020530721	0	0	3.359805	27.64998	GRIA2;GABRB2;GABRP;GABRA1;GRIN2A;GABRA6;GABRA5;GABRA4;CACNA1A;SLC17A8;GRIN2B
MAPK signaling pathway	42/295	3.027433e-04	0.018648985	0	0	1.739437	14.09400	FLT1;CSF1;CACNA1A;NLK;FGF1;FGF2;CACNA1E;RASGRP1;EGFR;CRKL;ELK4;RPS6KA6;FGF7;PDGFD;CASP3;AKT3;MAP3K7;MAP2K6;MAP3K2;PDGFRA;MEF2C;CHUK;PRKCA;BRAF;GNG12;TGFBR1;EREG;MAPK13;MAPK10;CACNB4;TAOK3;TRAF6;RASA2;NF1;FAS;GRB2;MAPKAPK5;KRAS;MAP3K13;LAMTOR3;MYD88;FGFR2
Ras signaling pathway	35/232	3.135908e-04	0.016097659	0	0	1.843153	14.86949	FLT1;CSF1;RASAL2;PIK3CB;FGF1;FGF2;RASGRP1;EGFR;ETS2;GRIN2A;FGF7;PDGFD;AKT3;PLCG2;ABL2;SHOC2;PDGFRA;PLA2G12A;KSR1;CHUK;GAB1;PRKCA;PTPN11;GNG12;GRIN2B;MAPK10;PIK3CA;RASA2;REL;GNB4;NF1;GRB2;KRAS;FGFR2;ARF6
TNF signaling pathway	20/110	5.616809e-04	0.024713961	0	0	2.221358	16.62593	JAG1;CSF1;CHUK;IL15;DAB2IP;TNFAIP3;PIK3CB;PTGS2;MAPK13;MAPK10;CREB1;PIK3CA;TRAF3;CASP3;AKT3;FAS;DNM1L;MAP3K7;BIRC2;MAP2K6
Endometrial cancer	13/58	6.784181e-04	0.026119097	0	0	2.738399	19.97866	GSK3B;AXIN1;BRAF;PIK3CB;EGFR;CASP9;PIK3CA;APC;AKT3;CTNNA3;KRAS;GRB2;POLK
Non-small cell lung cancer	14/66	7.708585e-04	0.026380492	0	0	2.591585	18.57649	PRKCA;BRAF;PIK3CB;EGFR;CASP9;EML4;CDK6;PIK3CA;AKT3;PLCG2;KRAS;GRB2;POLK;RXRG
Gastric cancer	24/149	1.036067e-03	0.031910862	0	0	1.967915	13.52415	SMAD2;GSK3B;FZD3;FZD2;GAB1;AXIN1;BRAF;PIK3CB;FGF1;FGF2;TGFBR1;EGFR;FGF7;PIK3CA;APC;AKT3;DVL3;GRB2;CTNNA3;KRAS;POLK;RXRG;WNT3;FGFR2


