"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"11" "protein phosphorylation (GO:0006468)" "62/470" 0.000125107672177002 0.0580385864653854 0 0 1.61166638505829 14.4829753562992 "DDR1;GSK3B;FLT1;DYRK2;LRRK2;PIK3CB;RPS6KA6;SLK;AKT3;MAP3K7;EPHB1;PDGFRA;PRKCH;KSR1;CHUK;PRKCA;CSNK1D;TGFBR1;MELK;CREB1;PIK3CA;MAPKAPK5;PIK3C3;SGK3;PRKD1;TNIK;RNASEL;USP15;PRKAA2;CAMK2A;PRKX;NLK;EGFR;NUAK1;ACVR1C;ABL2;MAP2K6;MARK1;MAP3K2;SMAD2;CDK19;DAB2IP;DCLK3;DCLK2;BRAF;PHKB;HIPK3;DCLK1;MAPK13;ICK;MAPK10;MEX3B;CDK6;TAOK3;CAMK4;STK17B;AAK1;CDK13;MAP3K13;BMPR1B;FGFR2;BMPR1A"
"12" "positive regulation of transcription, DNA-templated (GO:0045893)" "125/1120" 0.00020619043594004 0.087682482883502 0 0 1.3635570294092 11.5721135814386 "CCNT2;HNRNPU;RORA;AHR;IKZF2;NR3C1;FGF1;FGF2;ETS2;ABRA;ELK4;MEF2C;ZBTB38;EBF1;RFX3;MITF;MED4;PIAS2;RUNX2;ADCYAP1;TBL1XR1;RFX4;HOXB2;PRKD1;ATF6;KMT2E;AKNA;KMT2A;CTR9;GATA3;ZNF24;HIF1A;DHX33;CAMTA1;DVL3;PPARGC1A;ZNF300;BPTF;ZBTB18;SMAD2;WWTR1;JAG1;FZD2;POU2F1;BCL11B;SS18L1;NR1D2;ESRRG;FOXN3;INHBA;SETX;HNRNPD;REL;SP7;CDK13;BMPR1B;OGT;FGFR2;BMPR1A;CSRNP3;THRB;LDB1;SIX1;RSF1;HMGB1;LDB2;EFCAB7;MED17;MED14;ZIC2;ZIC1;YAF2;MYBL1;TEAD1;NCK1;MKL2;DTX3L;CHUK;TCF12;TET2;AXIN1;TET1;ETV1;ARID1A;SIRT1;ARID1B;PAX2;TGFBR1;KAT2B;ZEB2;NR5A2;CREB1;TRAF6;TFEC;NCOA7;PLCB1;VGLL1;YAP1;HDAC4;NFAT5;RNASEL;HLF;PLAG1;TAF9;EGFR;NSD1;MEF2D;TRIM44;E2F7;MAP3K2;MBD4;PCGF5;MACC1;DAB2IP;CDC5L;GRHL2;NFIA;NFIB;CAMK4;ZNF613;ERCC6;SSBP2;LPIN2;SSBP3;PF4"
"13" "positive regulation of intracellular signal transduction (GO:1902533)" "62/479" 0.000212410553847121 0.0833793120216813 0 0 1.58138455318872 13.3737526903223 "DDR1;FLT1;WWC1;PIK3CB;HMGB1;FGF1;FGF2;EDA2R;TRIM8;AKAP13;FGF7;CASP1;TNFAIP8L3;DNM1L;MAP3K7;EPHB1;EPHA5;PDGFRA;EPHA7;KSR1;CHUK;GAB1;NRG1;SIRT1;TGFBR1;EREG;BTC;PIK3CA;TRAF6;FSHR;ADAM8;PRKD1;BIRC2;HBEGF;NLGN1;PELI2;GATA3;TNFRSF11A;EGFR;DHX33;PDGFD;TRIM44;OSBPL8;KL;DAB2IP;TNFRSF10A;PTPN11;VAPA;AXL;NEDD4;DLG5;C18ORF32;REL;CNTN1;FAS;GRB2;HPSE;LAMTOR3;TMEM9B;MYD88;FGFR2;PF4"
"14" "positive regulation of multicellular organismal process (GO:0051240)" "32/202" 0.000228697539778396 0.0833602532492255 0 0 1.9354409478822 16.2250147795823 "DOCK5;NLGN1;LRP1;ROCK1;HPN;HIF1A;PPM1F;GHR;SNX4;FGF7;ZNF703;SOX6;PPARGC1A;CLASP1;SMAD2;WWTR1;MBD4;PRKCH;IL15;SGIP1;RBM19;RFX3;INHBB;INHBA;SIRT1;TGFBR1;EREG;TNFSF4;PLCB1;BMPR1B;FGFR2;BMPR1A"
"15" "positive regulation of protein kinase B signaling (GO:0051897)" "23/127" 0.000238929519505353 0.0812838225357211 0 0 2.21261285528069 18.4517351964931 "PDGFRA;OSBPL8;KL;GAB1;NRG1;PTPN11;GATA3;PIK3CB;FGF1;FGF2;TGFBR1;EGFR;EREG;BTC;FGF7;PIK3CA;CNTN1;ADAM8;GRB2;TNFAIP8L3;HPSE;FGFR2;HBEGF"
"16" "regulation of JUN kinase activity (GO:0043506)" "10/34" 0.00027678514780964 0.088277163079537 0 0 3.59337381867836 29.4378849129233 "TAOK3;TRAF6;DAB2IP;DVL3;PTPN22;TNFRSF11A;TANK;MAP3K7;DKK1;HIPK3"
"17" "protein localization to Golgi apparatus (GO:0034067)" "8/23" 0.000317319260082653 0.0952517755412811 0 0 4.24955512469788 34.2327254470945 "VPS13C;PAQR3;VPS13A;GCC2;CSNK1D;ARL5A;BICD2;RAB33B"
"18" "positive regulation of signal transduction (GO:0009967)" "32/206" 0.000328055926121003 0.0930038550553045 0 0 1.89785957025342 15.2252490433449 "NLGN1;FLT1;NRXN1;GATA3;FGF1;HIF1A;C3;DLL4;RIMS1;ESM1;RSPO3;DISC1;TRIM44;CCBE1;ZRANB1;JAG1;DAB2IP;DCDC2;PRKCA;TPD52L1;SIRT1;TGFBR1;KAT2B;PTPRC;TRIM39;AXL;IL7;DLG5;CNTN1;AAK1;FAS;FGFR2"
"19" "regulation of keratinocyte proliferation (GO:0010837)" "7/18" 0.000344693050294262 0.0925772966132431 0 0 4.75123871580805 37.8809432727604 "MBD4;FGF7;STXBP4;CASK;SNAI2;REG3G;PRKD1"
"20" "regulation of cellular response to growth factor stimulus (GO:0090287)" "7/18" 0.000344693050294262 0.087948431782581 0 0 4.75123871580805 37.8809432727604 "FBN2;SFRP4;ITGA3;CASK;SLIT2;FGFR2;FBN1"
"21" "histone H3-K4 trimethylation (GO:0080182)" "5/9" 0.00034756491631351 0.0844582746641829 0 0 6.78748387972579 54.0593165062844 "KMT2A;CTR9;TET2;BEND3;OGT"
"22" "regulation of synapse assembly (GO:0051963)" "10/35" 0.000359320333964103 0.0833459847372189 0 0 3.49070599528755 27.6858234476657 "ROBO2;PTPRD;NLGN1;MEF2C;SLITRK2;NRXN1;DLG5;PDLIM5;EPHB1;SNCA"
"23" "negative regulation of transcription, DNA-templated (GO:0045892)" "94/813" 0.000391275544909597 0.0868121350292902 0 0 1.41259812109422 11.0833840382021 "ZNF254;TENM2;LDB1;NAB1;WWC1;UBE2D3;WWC2;BHLHE41;ATN1;HNRNPU;ARID4A;RSF1;PRDM1;HMGB1;LDB2;AHR;ZC3H6;IKZF2;NR3C1;PHF6;ETS2;DMBX1;ELK4;ZIC2;TRPS1;ZNF568;JARID2;YAF2;TSC22D4;USP47;MEF2C;ZBTB38;RFX3;NRG1;MITF;DICER1;SIRT1;ZHX1;DKK1;PAX2;RUNX2;EREG;ZEB2;CREB1;ZEB1;NCOR1;TBL1XR1;TRAF6;PLCB1;HOMEZ;HDAC4;TSHZ3;CTR9;GATA3;ZNF24;HDAC8;PPM1F;ZBTB2;DLL4;HMBOX1;BTAF1;NSD1;NACC2;ZNF703;BEND3;ZNF148;ZNF224;E2F7;RUNX1T1;BPTF;SNCA;TCFL5;ZBTB18;SMAD2;MBD4;DR1;POU2F1;ATP8B1;NR2F1;DAB2IP;NR1D2;FOXN3;ACVR2B;DLG1;NFIA;NFIB;TNFSF4;COPS2;REL;ZNF613;SNAI2;MDM4;RCOR3;FGFR2"
"24" "neuron cell-cell adhesion (GO:0007158)" "6/14" 0.000503022264179513 0.106955108921169 0 0 5.23605899293132 39.7672194400651 "NLGN1;NLGN4X;NRXN1;NRXN3;CNTN4;NCAM2"
"25" "negative regulation of ERBB signaling pathway (GO:1901185)" "11/43" 0.000528151981857771 0.107806382536808 0 0 3.12539955392025 23.5846603070695 "BTC;TSG101;DAB2IP;NRG1;GRB2;PTPN12;EPS15;STAM2;EGFR;EREG;HBEGF"
"26" "positive regulation of JUN kinase activity (GO:0043507)" "12/50" 0.000561470941586909 0.110199469804538 0 0 2.93219303604154 21.9473198383242 "MAP3K2;SPAG9;TAOK3;TRAF6;AXIN1;DAB2IP;DVL3;TNIK;TNFRSF11A;MAP3K7;DKK1;TANK"
"27" "regulation of cell proliferation (GO:0042127)" "86/740" 0.000580628115499102 0.10973871382933 0 0 1.41986824943453 10.5800063911779 "FLT1;CSF1;RTKN2;KIF14;FGF1;FGF2;CRKL;FGF7;ESM1;GRAP2;ARID2;PF4V1;PDGFRA;PBRM1;IL15;TET1;NRG1;SIRT1;POU3F2;KLHL41;TGFBR1;EREG;BTC;KAT2B;SFRP4;CCKBR;SGK3;IL6ST;CACUL1;FXN;BIRC2;HBEGF;HDAC4;YAP1;PTGFR;CUL2;CDCA7;GATA3;TNFRSF11A;REG3G;TOB1;EGFR;PKHD1;DLL4;NUAK1;RBBP4;FRZB;TMEM127;PDGFD;NACC2;ZNF703;HAS2;ABL2;S1PR3;E2F7;ZBTB7C;FKTN;TCFL5;MCTS1;CDKN2D;WWTR1;JAG1;DAB2IP;TNFRSF10A;INHBA;PTPN14;CUL4A;CCDC88A;FABP3;CNOT6;EPGN;CDK6;APC;IL7;TNFSF4;DLG5;ACER3;FAS;STRN;MDM4;GRB2;KRAS;CDK13;FGFR2;PF4;BMPR1A"
"28" "MAPK cascade (GO:0000165)" "39/278" 0.000653275450489946 0.119059450851793 0 0 1.71396175667896 12.5693585865678 "LRRK2;CAMK2A;RASAL2;FGF1;FGF2;RASGRP1;EGFR;GRIN2A;FGF7;SPRED1;PSMB2;MBP;MAP3K7;MBD4;PDGFRA;KL;MEF2C;KSR1;CHUK;PAQR3;DAB2IP;BRAF;NRG1;IL17RD;GRIN2B;EREG;MAPK13;BTC;SETX;TAOK3;RASA2;NF1;GRB2;MAPKAPK5;KRAS;TNIK;LAMTOR3;FGFR2;HBEGF"
"29" "positive regulation of protein phosphorylation (GO:0001934)" "53/412" 0.000682574885006412 0.120109642696128 0 0 1.57166495661612 11.4568690865679 "DDR1;NRP1;CCNT2;FLT1;CSF1;LRRK2;WWC1;HMGB1;GHR;FGF7;EPHB1;EPHA5;PDGFRA;EPHA7;KSR1;AXIN1;CSNK1D;SIRT1;TGFBR1;EREG;ADCYAP1;PRKD1;TNIK;CACUL1;RAPGEF3;CD44;BRAT1;PELI2;FAM129A;TNFRSF11A;RASGRP1;EGFR;C3;DHX33;PDGFD;P2RY1;DVL3;LEFTY2;SNCA;DAB2IP;BRAF;TNFRSF10A;INHBB;INHBA;INHBE;BMP3;PTPRC;AXL;FAS;KRAS;UBE2K;FGFR2;BMPR1A"
"30" "regulation of protein kinase B signaling (GO:0051896)" "26/163" 0.00076149214339455 0.129529813591413 0 0 1.94879905258385 13.992826791258 "PHLPP1;GATA3;PIK3CB;FGF1;FGF2;EGFR;PKHD1;FGF7;TNFAIP8L3;PDGFRA;OSBPL8;KL;GAB1;NRG1;PTPN11;SIRT1;TGFBR1;EREG;BTC;PIK3CA;CNTN1;ADAM8;GRB2;HPSE;FGFR2;HBEGF"
"31" "embryonic cranial skeleton morphogenesis (GO:0048701)" "6/15" 0.000780504042739261 0.128481036454789 0 0 4.88698839340257 34.9691906577567 "PDGFRA;MTHFD1L;EIF4A3;SIX1;TGFBR1;FGFR2"
"32" "central nervous system development (GO:0007417)" "32/217" 0.000824643100305322 0.131504804401814 0 0 1.80165470724519 12.792757115521 "ROBO2;CNTNAP2;NCAN;CHD7;ADAM22;ATN1;GRIK1;JRKL;HNMT;FXR1;DMBX1;UGT8;ACAN;RPS6KA6;GRIN2A;ZIC2;ZIC1;MBP;JARID2;BPTF;EPHA7;MOG;SHROOM2;PTPN11;GRIN2B;GRHL2;DCLK1;COL4A1;NF1;AGTR2;CNTN4;FGFR2"
"33" "cellular response to growth factor stimulus (GO:0071363)" "23/139" 0.000896724089374529 0.138666152366007 0 0 2.02159591813415 14.1850580967574 "NRP1;MBD4;MEF2C;FLT1;SYAP1;DAB2IP;PTPN11;PTPN12;NR3C1;RUNX2;TGFBR1;EGFR;SETX;TMEM100;DLL4;SNAI2;HAS2;CPNE3;PRKD1;SOX6;BMPR1B;CD44;BMPR1A"
"34" "regulation of gene expression (GO:0010468)" "113/1037" 0.000984312627715487 0.147733745271533 0 0 1.33131554593657 9.21745238080424 "EIF4A2;ZNF570;CSF1;NAB1;EIF4A3;RORA;AHR;NR3C1;RIMS1;ZNF81;ZNF607;POFUT1;ZNF606;ZNF84;GPBP1;DIP2A;ZNF568;ZNF326;SOX6;ZNF17;ZNF285;MEF2C;SRRM4;RC3H1;RFX3;MITF;ANK3;MYT1;DKK1;SFRP4;ZNF432;ZNF793;DDX4;HPN;CTR9;BAZ2B;NLK;HIF1A;HMGXB4;NACC2;ZNF703;UBR5;ZNF426;ZNF546;HIVEP2;ZBTB7B;ZNF148;PPARGC1A;WNT3;ZNF300;BPTF;CCR1;ZNF264;WWTR1;MSR1;BCL11B;ZNF260;NR1D2;BRAF;ESRRG;INHBA;PARP14;ICK;CDK6;HNRNPD;REL;MYD88;ZNF254;GSK3B;RBM26;LDB1;CHD7;SIX1;PTPN22;PIK3CB;HMGB1;ELAVL2;EPB41L4B;ZNF41;ITGB8;SIRT1;TGFBR1;NR5A2;VGLL1;ZNF234;ZNF233;HDAC4;ROCK1;TOB2;TOB1;PPM1F;DLL4;TDG;ZNF229;ZNF624;ZNF226;BRD8;MBNL3;TRIM44;TCFL5;MBD4;ACVR2B;MAPK13;ZNF33B;MAPK10;NFIA;ZNF74;KRAS;SSBP2;ZNF212;ZNF333;ZNF354C;PF4"
"35" "chemical synaptic transmission, postsynaptic (GO:0099565)" "9/33" 0.00102106962037932 0.148871950651304 0 0 3.33203754095629 22.9474245139175 "GSK3B;GABRA1;GRIN2A;MEF2C;GABRA6;GABRA5;LRRK2;GABRA4;GRIN2B"
"36" "positive regulation of cell-matrix adhesion (GO:0001954)" "9/33" 0.00102106962037932 0.144736618688768 0 0 3.33203754095629 22.9474245139175 "NRP1;GSK3B;COL16A1;CDK6;ROCK1;CSF1;UTRN;CCL28;PPM1F"
"37" "regulation of postsynaptic membrane potential (GO:0060078)" "9/33" 0.00102106962037932 0.140824818183666 0 0 3.33203754095629 22.9474245139175 "GSK3B;GABRA1;GRIN2A;MEF2C;GABRA6;GABRA5;LRRK2;GABRA4;GRIN2B"
"38" "negative regulation of small GTPase mediated signal transduction (GO:0051058)" "8/27" 0.00106928425693819 0.143593620083042 0 0 3.61999140252042 24.7635132852187 "SPRY4;RASA2;DAB2IP;NF1;SPRY3;RASAL2;SLIT2;CD2AP"
"39" "synaptic transmission, GABAergic (GO:0051932)" "5/11" 0.00110847216995856 0.145039320084578 0 0 5.55339590159382 37.7895964639282 "GABRB2;GABRA1;GABRA6;GABRA5;GABRA4"
"40" "regulation of cellular localization (GO:0060341)" "10/40" 0.00113860207997694 0.145257160353059 0 0 3.0543677458766 20.7023641254257 "EPHA5;RIMS1;MEF2C;MCTP1;STXBP4;WWC1;GOSR1;CAMK2A;DVL3;CPLX3"
"41" "positive regulation of MAP kinase activity (GO:0043406)" "27/177" 0.00121908608186832 0.151731616482293 0 0 1.86368201443318 12.5046611365699 "FLT1;LRRK2;TNFRSF11A;PIK3CB;FGF1;FGF2;RASGRP1;TANK;EGFR;CRKL;GHR;PDGFD;DVL3;MAP3K7;MAP2K6;MAP3K2;DAB2IP;NRG1;TPD52L1;DKK1;TGFBR1;EPGN;TAOK3;TRAF6;ADAM9;ADAM8;MAP3K13"
"42" "regulation of transcription, DNA-templated (GO:0006355)" "164/1598" 0.00124588673295246 0.151375238053723 0 0 1.25385809843245 8.38568731557516 "ZNF570;NAB1;ARID4A;RORA;AHR;NR3C1;FGF2;ETS2;ABRA;ELK4;ZNF81;ZNF607;POFUT1;ZNF606;ZNF84;GPBP1;ZNF326;ZNF568;SOX6;ZNF17;ZNF285;MEF2C;ZBTB38;RFX3;MITF;MED4;POU3F2;MYT1;PIAS2;RUNX2;EREG;TBL1XR1;RFX4;ATF6;ZNF432;BLZF1;KMT2E;ZNF793;KMT2A;SRCAP;TSHZ3;TSHZ1;CTR9;BAZ2B;GATA3;ZNF24;NLK;HIF1A;HMBOX1;HMGXB4;RAD21;NACC2;ZNF703;ZNF426;DVL3;ZNF546;HIVEP2;ZNF148;PPARGC1A;ZNF300;BPTF;ZBTB18;SMAD2;ZNF264;WWTR1;POU2F1;FZD2;BCL11B;ZNF260;ATP8B1;SS18L1;NR1D2;ESRRG;FOXN3;INHBA;MED13L;TFCP2;COPS2;TNFSF4;JMY;HNRNPD;SP5;SP7;RCOR3;OGT;BRWD3;ZNF254;LDB1;CHD7;BHLHE41;SIX1;RSF1;LDB2;ZC3H6;HMGB1;ELAVL2;MED17;DMBX1;MED14;ZIC2;ZNF41;ZIC1;ZMYM6;JARID2;YAF2;MYBL1;TEAD1;MKL2;BRD3;TSC22D4;USP47;DTX3L;CHUK;TCF12;AXIN1;NRG1;ETV1;ARID1A;ZHX1;SIRT1;PAX2;TGFBR1;KLF17;ZEB1;NR5A2;CREB1;TRAF6;PLCB1;VGLL1;ZNF234;ZNF233;YAP1;HDAC4;LIN9;EGFR;PPM1F;BTAF1;NSD1;ZNF229;RBBP8;ZNF624;ZNF226;BRD8;ZNF224;TRIM44;POLR2K;RUNX1T1;TCFL5;MAP3K2;MBD4;DAB2IP;CDC5L;DEK;GRHL2;ACVR2B;ZNF33B;NFIA;CAMK4;ZNF74;ERCC6;SSBP2;ZNF333;ZNF212;ZNF354C"
"43" "regulation of cell motility (GO:2000145)" "19/109" 0.00129088965024844 0.153195578725995 0 0 2.12965090538185 14.1673400427179 "LDB1;ROCK1;LMO4;KIF14;NRG1;PRKX;GATA3;LDB2;RHOBTB1;EGFR;EREG;BTC;FRMD5;SLK;CDK6;ABL2;SGK3;PLXNA4;HBEGF"
"44" "positive regulation of cell proliferation (GO:0008284)" "53/424" 0.00131615064359554 0.152643562142456 0 0 1.5271838729383 10.1298777975153 "FLT1;CSF1;RTKN2;KIF14;HNRNPU;FGF1;FGF2;CRKL;FGF7;ESM1;PDGFRA;MEF2C;PRKCH;IL15;TET1;NRG1;SIRT1;POU3F2;PAX2;TGFBR1;EREG;BTC;CCKBR;IL6ST;CACUL1;FXN;HBEGF;HDAC4;PTGFR;TNFRSF11A;REG3G;EGFR;PKHD1;DLL4;PDGFD;NACC2;ZNF703;HAS2;S1PR3;MCTS1;WWTR1;CNOT6;EPGN;CDK6;PTPRC;IL7;TNFSF4;ACER3;KRAS;HPSE;CDK13;FGFR2;BMPR1A"
"45" "negative regulation of protein phosphorylation (GO:0001933)" "27/178" 0.00132754752411923 0.15054388923512 0 0 1.85321189075659 12.2764576304934 "LRRC19;LRRK2;LRRC4;FAM129A;C9ORF72;SAMSN1;PPM1F;PREX2;SPRED1;FLRT2;LRRTM3;ENPP1;SLIT2;SOCS6;SOCS4;NCK1;WWTR1;PAQR3;DAB2IP;DKK1;DNAJC3;DBNDD2;PTPRC;RTN4RL1;PPP1R1C;NF1;STRAP"
"46" "positive regulation of gene expression (GO:0010628)" "87/771" 0.00133367913095275 0.147951404461997 0 0 1.37862513043458 9.12624179022941 "GSK3B;CSF1;EIF4A3;SIX1;RORA;PTPN22;RSF1;PIK3CB;AHR;FGF2;ETS2;ABRA;MED17;RIMS1;EPB41L4B;MED14;ZIC2;ZIC1;ITGB8;YAF2;MYBL1;TEAD1;MEF2C;DTX3L;CHUK;AXIN1;RFX3;MITF;ANK3;LARP4B;MED4;ARID1A;DKK1;PIAS2;PAX2;RUNX2;TGFBR1;SFRP4;KAT2B;NR5A2;CREB1;TBL1XR1;PLCB1;KMT2E;YAP1;HDAC4;KMT2A;ROCK1;HPN;FAM129A;DDX21;GATA3;HIF1A;EGFR;PPM1F;FXR1;DLL4;NSD1;UBR5;DVL3;POLR2F;ZBTB7B;PPARGC1A;TRIM44;WNT3;POLR2K;BPTF;MAP3K2;SMAD2;MBD4;FZD2;SS18L1;H3F3A;NR1D2;BRAF;ESRRG;FOXN3;INHBA;DEK;LARP4;SETX;CAMK4;HNRNPD;KRAS;ERCC6;MYD88;PF4"
"47" "transcription from RNA polymerase II promoter (GO:0006366)" "59/485" 0.00140286657803813 0.152315492504863 0 0 1.4862490474781 9.76352309593917 "CCNT2;THRB;EIF4A3;ARID4A;PHAX;RORA;AHR;TTF2;NR3C1;AFF4;MED17;MED14;LSM11;TRPS1;TEAD1;PBRM1;LMO4;ASH1L;MED4;GTF2F1;PAX2;RUNX2;KAT2B;NCOR1;NR5A2;YAP1;GTF2A1;NFAT5;HLF;KMT2A;RNMT;CTR9;TAF9;DDX21;GATA3;HIF1A;POLR2F;HIVEP2;RPRD1A;ZNF148;ZBTB7B;PPARGC1A;RXRG;POLR2K;TCFL5;MBD4;WWTR1;POU2F1;CPSF3;NR2F1;NFXL1;NR1D2;ESRRG;DEK;NUDT21;TFCP2;COPS2;ERCC6;CDK13"
"48" "fibroblast growth factor receptor signaling pathway (GO:0008543)" "15/78" 0.00147459496450552 0.156767877163993 0 0 2.34951365067431 15.3173533368619 "KL;PTPN11;FGF1;GTF2F1;FGF2;FGFRL1;SETX;FGF7;SPRED1;FLRT2;POLR2F;SHOC2;GRB2;POLR2K;FGFR2"
"49" "cellular response to fibroblast growth factor stimulus (GO:0044344)" "17/94" 0.00150132366216719 0.156352135674269 0 0 2.20954262467669 14.3651383583591 "KL;PTPN11;FGF1;GTF2F1;FGF2;FGFRL1;DLL4;SETX;FGF7;SPRED1;FLRT2;POLR2F;SHOC2;GRB2;CD44;POLR2K;FGFR2"
"50" "brain development (GO:0007420)" "20/119" 0.00154965848382495 0.158158144859174 0 0 2.0533564678162 13.2846428552826 "ROBO2;CNTNAP2;EPHA7;SHROOM2;PTPN11;HNMT;GRIN2B;GRHL2;PAX2;SLC6A4;DMBX1;GRIN2A;ZIC2;COL4A1;ZIC1;NF1;AGTR2;CNTN4;BBS4;BPTF"
