"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"19" "Ubiquitin mediated proteolysis" "13/137" 0.0584023110599535 0.946732200340299 0 0 1.62067482406328 4.60336447366403 "PIAS4;UBE2H;CUL2;UBE2E2;UBE3A;UBE2G1;UBE3B;RCHY1;PIAS2;HERC3;TRAF6;SAE1;UBE2K"
"20" "Cell cycle" "12/124" 0.0595808569496442 0.91754519702452 0 0 1.65284702900747 4.66172438548382 "RB1;STAG1;CCND2;TFDP2;CHEK2;ABL1;CDC7;TTK;E2F3;CDC6;YWHAG;CDC14B"
"21" "Protein processing in endoplasmic reticulum" "15/165" 0.0603491746846607 0.885121228708357 0 0 1.55267448179489 4.35930130737383 "RPN1;UBE2G1;RAD23B;MAPK10;DNAJA1;SELENOS;BAG2;BAG1;STT3A;BCL2;MAN1C1;SEC24D;SEC63;ATF4;TXNDC5"
"22" "Purine metabolism" "12/129" 0.0755015216779277 1 0 0 1.58878319067384 4.10478417294814 "GUCY1A2;PRPS1;ENTPD1;ADSL;PDE11A;PDE10A;ENTPD5;AK2;PDE4B;AK3;ADCY3;XDH"
"23" "Proteoglycans in cancer" "17/201" 0.081779804397359 1 0 0 1.44452800047584 3.61670080423516 "CD63;FZD3;ROCK1;PXN;FRS2;NUDT16L1;ESR1;DCN;VAV2;TIAM1;RPS6KB1;ERBB4;ITGAV;PRKACA;SOS1;MET;EIF4B"
"24" "Nicotine addiction" "5/40" 0.0824422356020968 1 0 0 2.13492741246798 5.32804740691332 "GABRB2;GABRB1;GABRA4;GRIA3;GRIA4"
"25" "Dopaminergic synapse" "12/131" 0.0825632312002109 1 0 0 1.56452695875516 3.9022288101099 "MAPK10;KCNJ6;MAOB;GNG4;GNAQ;CACNA1C;PPP2R5C;PRKACA;CLOCK;GRIA3;ATF4;GRIA4"
"26" "Pathways in cancer" "39/530" 0.0839588362644303 0.994589291132482 0 0 1.25678745790568 3.11360124854152 "RB1;ROCK1;MAX;EPAS1;CUL2;LPAR1;ADCY3;STK4;GLI3;CRKL;GNA13;CASP7;CCND2;CASP8;GNG4;TPR;ABL1;PMAIP1;ITGAV;E2F3;PRKACA;FZD3;JAG1;GSTO2;DAPK1;ESR1;PGF;TGFBR1;EPOR;MAPK10;RPS6KB1;SP1;TRAF6;IL2RA;GNAQ;BCL2;BIRC5;SOS1;MET"
"27" "Neurotrophin signaling pathway" "11/119" 0.0891829604892559 1 0 0 1.57876985123682 3.81598979813858 "MAPK10;RPS6KA6;TRAF6;MAPKAPK2;ABL1;BCL2;FRS2;NFKBIE;SOS1;CRKL;ATF4"
"28" "Parathyroid hormone synthesis, secretion and action" "10/106" 0.0918760473563425 1 0 0 1.61126597167394 3.84659929703235 "GNA13;SP1;GNAQ;BCL2;PDE4B;TNFSF11;ADCY3;PRKACA;MEF2D;ATF4"
"29" "Retrograde endocannabinoid signaling" "13/148" 0.0939545841983489 0.99786248045143 0 0 1.50021926281533 3.54793418466386 "GABRB2;GABRB1;KCNJ6;GABRA4;ADCY3;CACNA1C;MAPK10;GNG4;GNAQ;NDUFS1;PRKACA;GRIA3;GRIA4"
"30" "Estrogen signaling pathway" "12/137" 0.106155345091891 1 0 0 1.49600752990457 3.35532308844959 "NCOA2;KCNJ6;SP1;GNAQ;BCL2;KRT24;ADCY3;PGR;PRKACA;SOS1;ESR1;ATF4"
"31" "Prolactin signaling pathway" "7/70" 0.114476442815701 1 0 0 1.70794192997438 3.70176979804612 "MAPK10;CCND2;IRF1;TNFSF11;SOS1;ESR1;SOCS5"
"32" "Aldosterone synthesis and secretion" "9/98" 0.119915337106665 1 0 0 1.56851809895606 3.32677874898382 "GNAQ;ATP2B4;ADCY3;ATP2B3;PRKD1;CACNA1C;PRKACA;ATP1B1;ATF4"
"33" "Pancreatic secretion" "9/98" 0.119915337106665 1 0 0 1.56851809895606 3.32677874898382 "RYR2;AMY2A;AMY2B;GNAQ;CLCA2;ATP2B4;ADCY3;ATP2B3;ATP1B1"
"34" "Focal adhesion" "16/199" 0.123660461766369 1 0 0 1.37321964219046 2.87032522914834 "FLT1;ROCK1;PXN;PGF;CRKL;VAV2;MAPK10;CCND2;PDGFD;BCL2;COL6A3;ITGAV;COL6A6;SOS1;MET;BCAR1"
"35" "ErbB signaling pathway" "8/85" 0.124111394645928 1 0 0 1.60747475762295 3.35411788452741 "MAPK10;NRG3;RPS6KB1;NRG4;ERBB4;ABL1;SOS1;CRKL"
"36" "Regulation of actin cytoskeleton" "17/214" 0.124661751527007 1 0 0 1.35677629951236 2.82501339645302 "CHRM2;ROCK1;PXN;ARPC5L;LPAR1;CRKL;VAV2;ENAH;GNA13;TIAM1;PIKFYVE;PDGFD;ITGAV;ARHGEF7;SOS1;BCAR1;PFN2"
"37" "Lysine degradation" "6/59" 0.129981330509437 1 0 0 1.73689009827903 3.54388881061622 "KMT2C;PRDM2;PLOD2;PLOD1;KMT5A;ALDH7A1"
"38" "Transcriptional misregulation in cancer" "15/186" 0.130390665735799 1 0 0 1.37737252417289 2.80601114822231 "CCNT2;SLC45A3;FLT1;BCL11B;MAX;MMP3;MLLT3;HOXA11;CCND2;NR4A3;SP1;WT1;TSPAN7;MET;GRIA3"
"39" "HIF-1 signaling pathway" "9/100" 0.131195232662302 1 0 0 1.53714773697694 3.12205271664038 "PFKFB3;PDHA1;FLT1;RPS6KB1;CUL2;BCL2;EIF4E2;ALDOA;HK1"
"40" "Sphingolipid metabolism" "5/47" 0.13881060129447 1 0 0 1.81695949997275 3.58784972949809 "CERS5;SGMS2;KDSR;PLPP3;B4GALT6"
"41" "Gap junction" "8/88" 0.143046656578975 1 0 0 1.55267448179489 3.0193066255005 "MAP3K2;GUCY1A2;PDGFD;GNAQ;LPAR1;ADCY3;PRKACA;SOS1"
"42" "Endocrine and other factor-regulated calcium reabsorption" "5/48" 0.147976641574369 1 0 0 1.77910617705665 3.39933967562313 "GNAQ;PRKACA;ATP1B1;ESR1;SLC8A1"
"43" "Protein export" "3/23" 0.148849218042461 1 0 0 2.22775034344484 4.24346662798776 "IMMP2L;SRP72;SEC63"
"44" "GABAergic synapse" "8/89" 0.149659188689605 1 0 0 1.53522870110057 2.91600517428605 "GABRB2;GABRB1;KCNJ6;GNG4;GABRA4;ADCY3;CACNA1C;PRKACA"
"45" "Rap1 signaling pathway" "16/206" 0.15233535337982 1 0 0 1.32655683881505 2.49614342221144 "DOCK4;FLT1;LPAR1;ADCY3;PGF;CRKL;VAV2;TIAM1;PDGFD;GNAQ;PRKD1;RAPGEF6;MET;BCAR1;PFN2;MAP2K6"
"46" "TGF-beta signaling pathway" "8/90" 0.156416996672339 1 0 0 1.51817060442167 2.81655532008728 "TGIF2;ACVR1C;ROCK1;RPS6KB1;SP1;ID4;TGFBR1;DCN"
"47" "Arginine and proline metabolism" "5/49" 0.157391596357061 1 0 0 1.74279788772896 3.22246524823698 "OAT;MAOB;NOS1;SAT1;ALDH7A1"
"48" "Spliceosome" "11/134" 0.162108527890194 1 0 0 1.40204188281479 2.55100012373851 "PRPF38B;HNRNPK;SNW1;NCBP2;MAGOH;PPIE;PRPF40B;SRSF4;CRNKL1;SF3B1;SRSF10"
"49" "mRNA surveillance pathway" "8/91" 0.163316706239178 1 0 0 1.50148741096649 2.72079125423079 "SMG1;CLP1;NCBP2;CPSF3;MAGOH;PAPOLA;PPP2R5C;GSPT1"
"50" "Vibrio cholerae infection" "5/50" 0.1670442865102 1 0 0 1.70794192997438 3.05635578657191 "ATP6V1A;KDELR1;ADCY3;PRKACA;ATP6V1G3"
"51" "RNA transport" "13/165" 0.170261324997965 1 0 0 1.34565121755557 2.38236892711118 "EIF4A2;EIF2B3;NCBP2;FMR1;THOC7;FXR1;MAGOH;TPR;EIF3J;EIF4EBP2;EIF4E2;RPP14;EIF4B"
"52" "cGMP-PKG signaling pathway" "13/166" 0.17551720222156 1 0 0 1.3375448849197 2.32735247320302 "GUCY1A2;ROCK1;SRF;ATP2B4;ADCY3;ATP2B3;CACNA1C;ATP1B1;SLC8A1;GNA13;GNAQ;MEF2D;ATF4"
"53" "Insulin signaling pathway" "11/137" 0.17948652584869 1 0 0 1.37134023574585 2.35548960294618 "MAPK10;PRKAA2;RPS6KB1;PRKAR1A;PPP1R3A;SORBS1;PRKACA;EIF4E2;SOS1;CRKL;HK1"
"54" "Cortisol synthesis and secretion" "6/65" 0.179539505071867 1 0 0 1.57656178151481 2.70752415892199 "SP1;GNAQ;ADCY3;CACNA1C;PRKACA;ATF4"
"55" "Shigellosis" "6/65" 0.179539505071867 1 0 0 1.57656178151481 2.70752415892199 "MAPK10;ROCK1;ARPC5L;ABL1;CRKL;PFN2"
"56" "Phagosome" "12/152" 0.180476762687175 0.992622194779465 0 0 1.34837520787451 2.30862499178201 "ATP6V1A;STX12;DYNC1I2;RAB5B;PIKFYVE;LAMP1;CD209;LAMP2;M6PR;ITGAV;NOS1;ATP6V1G3"
"57" "Pyruvate metabolism" "4/39" 0.19262919070669 1 0 0 1.75173531279424 2.88508744189845 "LDHB;PDHA1;ME1;ALDH7A1"
"58" "Viral carcinogenesis" "15/201" 0.200496928664378 1 0 0 1.27458352983163 2.04820009780516 "RB1;SRF;PXN;UBE3A;HDAC9;HNRNPK;SNW1;CCND2;CASP8;MAPKAPK2;PMAIP1;PRKACA;CCR3;YWHAG;ATF4"
"59" "Amphetamine addiction" "6/68" 0.206779689004973 1 0 0 1.50700758527151 2.37519669987633 "MAOB;CACNA1C;PRKACA;GRIA3;ATF4;GRIA4"
"60" "Fc epsilon RI signaling pathway" "6/68" 0.206779689004973 1 0 0 1.50700758527151 2.37519669987633 "MAPK10;INPP5D;ALOX5AP;SOS1;VAV2;MAP2K6"
"61" "Cholinergic synapse" "9/112" 0.209457960197311 1 0 0 1.37245333658656 2.14546328590496 "CHRM2;KCNJ6;GNG4;GNAQ;BCL2;ADCY3;CACNA1C;PRKACA;ATF4"
"62" "Calcium signaling pathway" "14/188" 0.21281601563483 1 0 0 1.27187164998092 1.96800167893116 "CHRM2;PTGFR;RYR2;ATP2B4;ADCY3;ATP2B3;CACNA1C;SLC8A1;ITPKB;STIM2;ERBB4;GNAQ;NOS1;PRKACA"
"63" "Renin secretion" "6/69" 0.216171739281622 1 0 0 1.4851668956299 2.27480354650018 "GUCY1A2;GNAQ;CLCA2;CACNA1C;PRKACA;CTSB"
"64" "Thiamine metabolism" "2/15" 0.218055693807042 1 0 0 2.27725590663251 3.46827161432949 "AK2;ALPG"
"65" "RIG-I-like receptor signaling pathway" "6/70" 0.225705673832441 1 0 0 1.46395022569233 2.17912425031288 "MAPK10;CASP8;RNF125;TRAF6;DHX58;TMEM173"
"66" "Colorectal cancer" "7/86" 0.23826869438465 1 0 0 1.39018529183961 1.99402099552985 "MAPK10;RPS6KB1;BCL2;BIRC5;PMAIP1;SOS1;TGFBR1"
"67" "Insulin secretion" "7/86" 0.23826869438465 1 0 0 1.39018529183961 1.99402099552985 "RYR2;GNAQ;ADCY3;CACNA1C;PRKACA;ATP1B1;ATF4"
"68" "Hepatitis B" "12/163" 0.247186519678381 1 0 0 1.25738056194433 1.75733027124538 "RB1;MAPK10;TICAM2;CASP8;TRAF6;BCL2;BIRC5;E2F3;SOS1;TGFBR1;ATF4;MAP2K6"
"69" "Pentose phosphate pathway" "3/30" 0.255619067378128 1 0 0 1.70794192997438 2.32974715756637 "PRPS1;RPE;ALDOA"
"70" "PI3K-Akt signaling pathway" "24/354" 0.256904489106216 1 0 0 1.15792673218602 1.57368136853083 "CHRM2;FLT1;PRKAA2;LPAR1;PPP2R5C;PGF;EPOR;GHR;CCND2;RPS6KB1;GNG4;ERBB4;PDGFD;IL2RA;BCL2;COL6A3;ITGAV;COL6A6;EIF4E2;SOS1;MET;YWHAG;EIF4B;ATF4"
"71" "Caffeine metabolism" "1/5" 0.260440612941638 1 0 0 3.41588385994876 4.59566325236969 "XDH"
"72" "Neomycin, kanamycin and gentamicin biosynthesis" "1/5" 0.260440612941638 1 0 0 3.41588385994876 4.59566325236969 "HK1"
"73" "Axon guidance" "13/181" 0.262942990246406 1 0 0 1.22669862373851 1.63864614807517 "EPHA4;FZD3;ROCK1;RYK;ENAH;EFNB1;ABLIM3;RASA1;ABL1;SLIT3;SRGAP1;MET;EPHA3"
"74" "Bacterial invasion of epithelial cells" "6/74" 0.265085363661334 1 0 0 1.38481778106031 1.83862724561191 "SEPT11;PXN;ARPC5L;MET;BCAR1;CRKL"
"75" "AMPK signaling pathway" "9/120" 0.269943898390188 1 0 0 1.28095644748079 1.67746514771201 "PFKFB3;EEF2K;PRKAA2;RPS6KB1;ADIPOQ;PPP2R5C;HMGCR;CAMKK2;RAB11B"
"76" "Circadian rhythm" "3/31" 0.271749972523227 1 0 0 1.65284702900747 2.15344952605929 "PRKAA2;FBXL3;CLOCK"
"77" "Long-term depression" "5/60" 0.273966008092274 1 0 0 1.42328494164532 1.84279994071634 "GNA13;GUCY1A2;GNAQ;NOS1;GRIA3"
"78" "Protein digestion and absorption" "7/90" 0.274435311663971 1 0 0 1.32839927886896 1.71767301112336 "KCNK5;SLC15A1;COL5A2;COL6A3;COL6A6;ATP1B1;SLC8A1"
"79" "Gastric acid secretion" "6/75" 0.275196929680264 1 0 0 1.3663535439795 1.76296270492949 "GNAQ;KCNJ15;ADCY3;SLC26A7;PRKACA;ATP1B1"
"80" "mTOR signaling pathway" "11/152" 0.277658835124983 1 0 0 1.2360106072183 1.58377718524931 "ATP6V1A;RPS6KA6;FZD3;PRKAA2;RPS6KB1;RRAGD;GRB10;EIF4E2;SOS1;ATP6V1G3;EIF4B"
"81" "Type II diabetes mellitus" "4/46" 0.282191104430797 1 0 0 1.4851668956299 1.87898973345074 "MAPK10;ADIPOQ;CACNA1C;HK1"
"82" "Dilated cardiomyopathy (DCM)" "7/91" 0.283695194781896 1 0 0 1.31380148459568 1.65519920513006 "RYR2;ADCY3;ITGAV;CACNA1C;PRKACA;SLC8A1;TTN"
"83" "Oxytocin signaling pathway" "11/153" 0.284747044771704 1 0 0 1.22793210651753 1.54247189490916 "GUCY1A2;RYR2;KCNJ6;EEF2K;PRKAA2;ROCK1;GNAQ;ADCY3;CACNA1C;PRKACA;CAMKK2"
"84" "Chronic myeloid leukemia" "6/76" 0.285397305238363 1 0 0 1.34837520787451 1.69069128864573 "RB1;ABL1;E2F3;SOS1;TGFBR1;CRKL"
"85" "Propanoate metabolism" "3/32" 0.287984777616063 1 0 0 1.60119555935098 1.99324453844397 "LDHB;BCKDHB;ECHDC1"
"86" "Signaling pathways regulating pluripotency of stem cells" "10/139" 0.29691306566361 1 0 0 1.22873520142042 1.49207268119873 "POU5F1B;FZD3;ACVR1C;PCGF5;KAT6A;HAND1;ID4;LIFR;ISL1;POU5F1"
"87" "Insulin resistance" "8/108" 0.298290594885997 1 0 0 1.26514217035139 1.5304261846514 "MAPK10;RPS6KA6;PRKAA2;TBC1D4;RPS6KB1;MLX;PPP1R3A;PPARGC1B"
"88" "Fructose and mannose metabolism" "3/33" 0.304288962573988 1 0 0 1.55267448179489 1.84733715435941 "PFKFB3;ALDOA;HK1"
"89" "Steroid biosynthesis" "2/19" 0.306694964982551 1 0 0 1.79783361049935 2.1248624652747 "MSMO1;LSS"
"90" "Valine, leucine and isoleucine degradation" "4/48" 0.308942657943004 1 0 0 1.42328494164532 1.67178991219069 "MCCC2;BCKDHB;MCCC1;ALDH7A1"
"91" "TNF signaling pathway" "8/110" 0.31576465454808 1 0 0 1.24213958543591 1.43188647708486 "MAPK10;CASP7;JAG1;CASP8;IRF1;MMP3;ATF4;MAP2K6"
"92" "SNARE interactions in vesicular transport" "3/34" 0.320629761193192 1 0 0 1.50700758527151 1.71417322566234 "GOSR1;SNAP23;BET1"
"93" "Prostate cancer" "7/97" 0.340577046125678 1 0 0 1.23253541338357 1.32758103276641 "RB1;PDGFD;MMP3;BCL2;E2F3;SOS1;ATF4"
"94" "Serotonergic synapse" "8/113" 0.342325373516084 1 0 0 1.20916242830045 1.29621439616577 "GABRB2;GABRB1;KCNJ6;MAOB;GNG4;GNAQ;CACNA1C;PRKACA"
"95" "Amyotrophic lateral sclerosis (ALS)" "4/51" 0.349456266252471 1 0 0 1.33956229801912 1.408384799267 "BCL2;NOS1;TOMM40L;MAP2K6"
"96" "Mineral absorption" "4/51" 0.349456266252471 1 0 0 1.33956229801912 1.408384799267 "HEPH;ATP1B1;STEAP2;SLC8A1"
"97" "Arginine biosynthesis" "2/21" 0.350493983903497 1 0 0 1.62661136188036 1.70535844330281 "GPT;NOS1"
"98" "JAK-STAT signaling pathway" "11/162" 0.350548376201404 1 0 0 1.15971365615544 1.21567744950912 "PIAS4;GHR;IL22;CCND2;IL2RA;BCL2;LIFR;SOS1;PIAS2;EPOR;SOCS5"
"99" "Glutamatergic synapse" "8/114" 0.35125152675243 1 0 0 1.1985557403329 1.25399219346786 "GNG4;GNAQ;ADCY3;CACNA1C;PRKACA;GRIA3;SHANK2;GRIA4"
"100" "Long-term potentiation" "5/67" 0.355525479223151 1 0 0 1.27458352983163 1.31812121390486 "RPS6KA6;GNAQ;CACNA1C;PRKACA;ATF4"
"101" "Breast cancer" "10/147" 0.359103164694368 1 0 0 1.16186525848597 1.18991915153525 "RB1;FZD3;JAG1;RPS6KB1;SP1;TNFSF11;PGR;E2F3;SOS1;ESR1"
"102" "Choline metabolism in cancer" "7/99" 0.359883624596466 1 0 0 1.20763570806269 1.23417297718817 "MAPK10;RPS6KB1;DGKB;SP1;PDGFD;PLPP3;SOS1"
"103" "Glycolysis / Gluconeogenesis" "5/68" 0.367330698081113 1 0 0 1.25583965439293 1.25771431151226 "LDHB;PDHA1;ALDOA;ALDH7A1;HK1"
"104" "Glycosaminoglycan biosynthesis" "4/53" 0.376517978506566 1 0 0 1.28901277733916 1.25909412204347 "NDST3;UST;HS6ST2;HS6ST3"
"105" "Adipocytokine signaling pathway" "5/69" 0.379139988910405 1 0 0 1.23763907969158 1.20032398695288 "MAPK10;PRKAA2;ADIPOQ;NFKBIE;CAMKK2"
"106" "Renal cell carcinoma" "5/69" 0.379139988910405 1 0 0 1.23763907969158 1.20032398695288 "EPAS1;CUL2;SOS1;MET;CRKL"
"107" "Hypertrophic cardiomyopathy (HCM)" "6/85" 0.379748391343585 1 0 0 1.20560606821721 1.1673237035517 "RYR2;PRKAA2;ITGAV;CACNA1C;SLC8A1;TTN"
"108" "Riboflavin metabolism" "1/8" 0.382921180533453 1 0 0 2.13492741246798 2.04937255749786 "RFK"
"109" "Ras signaling pathway" "15/232" 0.383841651554426 1 0 0 1.1042727995524 1.05736900805114 "RAB5B;FLT1;KSR2;STK4;PGF;MAPK10;TIAM1;RASA3;GNG4;PDGFD;RASA1;ABL1;PRKACA;SOS1;MET"
"110" "Histidine metabolism" "2/23" 0.393302441582456 1 0 0 1.4851668956299 1.3859226846241 "MAOB;ALDH7A1"
"111" "Sphingolipid signaling pathway" "8/119" 0.396198716884992 1 0 0 1.14819625544496 1.06304531302179 "GNA13;MAPK10;CERS5;ROCK1;GNAQ;BCL2;PPP2R5C;SGMS2"
"112" "Glucagon signaling pathway" "7/103" 0.398708895577023 1 0 0 1.16073723396317 1.06732541164262 "LDHB;PDHA1;PRKAA2;GNAQ;SIK2;PRKACA;ATF4"
"113" "Pathogenic Escherichia coli infection" "4/55" 0.403471347505111 1 0 0 1.24213958543591 1.12742775088151 "ROCK1;ARPC5L;ABL1;ARHGEF2"
"114" "Tight junction" "11/170" 0.410866365454143 1 0 0 1.10513889586578 0.983006970875701 "MAPK10;TIAM1;EPB41L4B;ACTR2;PRKAA2;ROCK1;CLDN18;ARHGEF2;PRKACA;RAPGEF6;RAB8B"
"115" "Glycine, serine and threonine metabolism" "3/40" 0.417832970721122 1 0 0 1.28095644748079 1.11785676928902 "SRR;MAOB;ALDH7A1"
"116" "Cushing syndrome" "10/155" 0.422775942871059 1 0 0 1.10189801933831 0.948638248150745 "RB1;FZD3;PDE11A;SP1;GNAQ;ADCY3;E2F3;CACNA1C;PRKACA;ATF4"
"117" "Bladder cancer" "3/41" 0.433661830473717 1 0 0 1.24971360729833 1.04412352302618 "RB1;DAPK1;E2F3"
"118" "Glycosylphosphatidylinositol (GPI)-anchor biosynthesis" "2/25" 0.434779658418483 1 0 0 1.3663535439795 1.13805760354653 "PIGM;PIGG"
"119" "Chemokine signaling pathway" "12/190" 0.436047705580499 1 0 0 1.07870016629961 0.895325048478167 "TIAM1;ROCK1;GNG4;PXN;CCR9;ADCY3;PRKACA;SOS1;CCR3;BCAR1;CRKL;VAV2"
"120" "Inositol phosphate metabolism" "5/74" 0.437883982661988 1 0 0 1.15401481755026 0.952986917464494 "ITPKB;PIKFYVE;INPP5D;MTMR4;PIK3C2B"
"121" "Thyroid hormone synthesis" "5/74" 0.437883982661988 1 0 0 1.15401481755026 0.952986917464494 "GNAQ;ADCY3;PRKACA;ATP1B1;ATF4"
"122" "Platelet activation" "8/124" 0.441227687670004 1 0 0 1.10189801933831 0.90156661050671 "GNA13;GUCY1A2;ROCK1;GNAQ;SNAP23;ADCY3;PRKACA;GP5"
"123" "Fc gamma R-mediated phagocytosis" "6/91" 0.443205134237237 1 0 0 1.12611555822487 0.916345633932709 "RPS6KB1;INPP5D;ARPC5L;PLPP3;CRKL;VAV2"
"124" "Wnt signaling pathway" "10/158" 0.446682554972455 1 0 0 1.08097590504708 0.871166161675147 "MAPK10;FZD3;CCND2;ZNRF3;SOX17;DAAM1;WIF1;RYK;RSPO3;PRKACA"
"125" "Pancreatic cancer" "5/75" 0.449504482239734 1 0 0 1.13862795331625 0.910457675499989 "RB1;MAPK10;RPS6KB1;E2F3;TGFBR1"
"126" "Folate biosynthesis" "2/26" 0.454937690120772 1 0 0 1.31380148459568 1.03474323615384 "GCH1;ALPG"
"127" "Apoptosis" "9/143" 0.461020875769369 1 0 0 1.07492848739646 0.832329976783419 "HRK;MAPK10;CASP7;CASP8;BCL2;PMAIP1;BIRC5;ATF4;CTSB"
"128" "Pertussis" "5/76" 0.461061321351571 1 0 0 1.12364600656209 0.869953960532392 "MAPK10;CASP7;TICAM2;IRF1;TRAF6"
"129" "Small cell lung cancer" "6/93" 0.464113703568604 1 0 0 1.10189801933831 0.845845245014206 "RB1;MAX;TRAF6;BCL2;ITGAV;E2F3"
"130" "NOD-like receptor signaling pathway" "11/178" 0.471362826884776 1 0 0 1.05546973200664 0.79384743978967 "MAPK10;GBP7;CASP8;DHX33;TRAF6;BCL2;ANTXR2;TMEM173;GBP1;NAIP;CTSB"
"131" "Collecting duct acid secretion" "2/27" 0.474675081237107 1 0 0 1.26514217035139 0.942688741512587 "ATP6V1A;ATP6V1G3"
"132" "Glycerolipid metabolism" "4/61" 0.482570633426049 1 0 0 1.11996192129468 0.816035590594373 "DGKB;GPAT4;PLPP3;ALDH7A1"
"133" "NF-kappa B signaling pathway" "6/95" 0.484812672140405 1 0 0 1.07870016629961 0.780971052000725 "PIAS4;TICAM2;TRAF6;BCL2;TNFSF11;ERC1"
