"Term" "Overlap" "P.value" "Adjusted.P.value" "Old.P.value" "Old.Adjusted.P.value" "Odds.Ratio" "Combined.Score" "Genes"
"11" "phosphotransferase activity, alcohol group as acceptor (GO:0016773)" "27/254" 0.00203106843749695 0.212523615596272 0 0 1.81552882320111 11.2548141176496 "SMG1;PRKAA2;ROCK1;PANK1;DGKB;STK4;HK1;PIK3C2B;RPS6KA6;EEF2K;CLP1;RFK;ABL1;PRKACA;XYLB;MAP3K2;EPHA4;DAPK1;CDC7;KSR2;TGFBR1;TBCK;RPS6KB1;ETNK1;MAPKAPK2;ALPK3;CDK13"
"12" "double-stranded RNA binding (GO:0003725)" "10/59" 0.00207524986498529 0.199051049549839 0 0 2.89481683046505 17.883233845297 "FXR1;MBNL1;ILF3;DHX33;STAU2;FMR1;DHX58;ILF2;APTX;EIF4B"
"13" "ATPase coupled ion transmembrane transporter activity (GO:0042625)" "6/24" 0.00214935623042777 0.190300693940181 0 0 4.26985482493595 26.2279543526388 "ABCC5;ATP2B4;ATP13A4;ATP2B3;ATP13A5;ATP13A3"
"14" "histone acetyltransferase activity (GO:0004402)" "8/41" 0.00228293294165933 0.187689701132135 0 0 3.33256961946221 20.2696691500539 "NAA50;NAA40;SRCAP;KAT6B;KAT6A;EPC2;CLOCK;TAF1"
"15" "peptide alpha-N-acetyltransferase activity (GO:0004596)" "4/11" 0.00276736485183563 0.212349129630854 0 0 6.21069792717957 36.580139607788 "NAA50;NAA30;NAA40;NAA25"
"16" "RNA polymerase II basal transcription factor binding (GO:0001091)" "4/12" 0.00396004581868145 0.284875796081397 0 0 5.69313976658127 31.4916008164451 "NOP58;ZNHIT6;TCF4;ESR1"
"17" "annealing activity (GO:0097617)" "4/12" 0.00396004581868145 0.268118396311903 0 0 5.69313976658127 31.4916008164451 "ZRANB3;FXR1;FMR1;EIF4B"
"18" "kinase activity (GO:0016301)" "28/280" 0.00407577227393656 0.260622993738943 0 0 1.70794192997438 9.39828357842625 "SMG1;PRKAA2;ROCK1;PANK1;DGKB;STK4;PIK3C2B;RPS6KA6;EEF2K;CHEK2;RFK;ABL1;SEPHS1;PRKACA;MAP3K2;EPHA4;DAPK1;CDC7;KSR2;TGFBR1;TBCK;RPS6KB1;ETNK1;MAPKAPK2;ALPK3;PRKD1;CDK13;TAF1"
"19" "DNA binding (GO:0003677)" "71/893" 0.005324901159871 0.32257690710587 0 0 1.35793815261121 7.10929661988289 "DCLRE1B;RB1;ZNF133;TOP2A;RNF11;ONECUT2;HP1BP3;NUCKS1;AFF4;PHF6;SALL1;ZMYM4;MLX;TRIM26;SOX6;TEAD1;KLF12;KDM2B;ARID5B;RAD23B;ILF2;POU5F1;POU3F3;PAX2;KIN;HIC2;ZEB2;ILF3;TFDP2;IRF1;KAT6A;TIMELESS;PGR;ANG;CLOCK;ZNF554;ATF4;HLF;MAX;EPAS1;SRF;SATB2;NR1I3;ZNF3;PURB;CUX1;ABL1;PLAGL2;E2F3;ZNF500;MEF2D;PMS1;STN1;BCL11B;NFYB;MBD1;APTX;POU2F3;SCRT1;HNRNPK;NR6A1;NR4A3;WT1;SP1;BCL2;NABP1;TCF4;SSBP2;ZNF532;FOXA2;TAF1"
"20" "ubiquitin conjugating enzyme binding (GO:0031624)" "6/29" 0.00590725869996719 0.339962738183112 0 0 3.53367295856768 18.1333021447913 "RNF144A;RNF125;DCUN1D3;TOLLIP;TRAF6;ARIH1"
"21" "cyclic nucleotide binding (GO:0030551)" "5/21" 0.00631654835264645 0.346207007328384 0 0 4.06652840470091 20.5952680523321 "PDE11A;PDE10A;PDE4B;CNGA2;TMEM173"
"22" "regulatory region DNA binding (GO:0000975)" "23/224" 0.00636431946920957 0.332969623139101 0 0 1.75369037452727 8.86849634909164 "BCL11B;NFYB;SRF;TCF12;ARID5B;SMARCA2;PAX2;SALL1;SOX17;WT1;SP1;ERBB4;HAND1;KAT7;CDK13;RCOR3;TEAD1;MEF2D;ZNF532;RCOR1;ATF4;FOXA2;TAF1"
"23" "Rho guanyl-nucleotide exchange factor activity (GO:0005089)" "9/59" 0.00699917602337608 0.35026311316982 0 0 2.60533514741855 12.9275762075625 "GNA13;TIAM1;TRIO;PLEKHG2;ARHGEF37;ARHGEF2;ARHGEF7;SOS1;VAV2"
"24" "transcription regulatory region DNA binding (GO:0044212)" "34/374" 0.00743093194194356 0.356375111049043 0 0 1.55267448179489 7.61137178560051 "RB1;MAX;NR1I3;SRF;PURB;SALL1;SOX17;ERBB4;KAT7;E2F3;KANSL1L;TEAD1;MEF2D;BCL11B;NFYB;TCF12;ARID5B;SMARCA2;ESR1;PAX2;POU5F1;WT1;PSPC1;SP1;HAND1;TCF4;CDK13;RCOR3;CLOCK;ZNF532;RCOR1;ATF4;FOXA2;TAF1"
"25" "bHLH transcription factor binding (GO:0043425)" "5/22" 0.00778687667918337 0.358507802309603 0 0 3.88168620448723 18.846810959042 "SP1;TCF12;HAND1;TCF4;ISL1"
"26" "ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism (GO:0015662)" "5/22" 0.00778687667918337 0.34471904068231 0 0 3.88168620448723 18.846810959042 "ATP2B4;ATP13A4;ATP2B3;ATP13A5;ATP13A3"
"27" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)" "6/31" 0.00828865476584788 0.35334228279596 0 0 3.30569405801493 15.8437539293616 "KDM4C;OGFOD1;TET3;RIOX2;HIF1AN;KDM7A"
"28" "GDP binding (GO:0019003)" "8/51" 0.00908699673610461 0.373540472973443 0 0 2.67912459603824 12.5943257948177 "RAB3B;RAB5B;RRAGD;RAB18;MIEF1;GBP1;RAB8B;RAB11B"
"29" "myosin V binding (GO:0031489)" "4/15" 0.00948704440600035 0.376537521079531 0 0 4.55451181326502 21.2141333691378 "RAB3B;RAB3C;RAB6B;RAB11B"
"30" "RNA binding (GO:0003723)" "102/1387" 0.00961122800622621 0.368750781172212 0 0 1.25602074158174 5.83399438060765 "EIF4A2;SLC4A1AP;FMR1;CISD2;HNRNPR;NUCKS1;APEH;CRKL;HERC5;RBMX2;DHX58;MAGOH;SNIP1;CPNE3;SEC63;MBNL1;RPS9;RBFOX2;DIMT1;RC3H1;LARP4B;ILF2;CRNKL1;UHMK1;ILF3;PSPC1;PPIE;SRSF4;PPIA;HOXB6;KMT2C;RPN1;GSPT1;FXR1;DHX33;ZMAT3;TPR;H1FX;RBM12;PPARGC1B;BARD1;PRPF38B;EIF2B3;RCC2;CPSF3;MRPL22;LIN28B;GNL3L;SNW1;HNRNPK;MKRN2;CDK13;TOP2A;SMG1;CELF1;FAM208A;PHF6;FARS2;ELAVL3;EEF2K;ZNF385B;WDR6;ZNF385D;RBM7;YWHAG;UTP11;NCBP2;SECISBP2L;PRPF40B;NUDT16L1;POU5F1;MRPS5;PTBP2;DCN;KIN;NCBP3;ANG;EIF4E2;ALDOA;DCP2;RBM47;STAU1;NUFIP2;STAU2;SRF;USO1;PURB;SRP72;ZNF106;RPP14;SRSF10;SF3B1;EIF4B;NOP58;RSRC2;NAP1L1;DEK;APTX;BICC1;NOVA2;SERBP1;TNRC6B"
"31" "PDZ domain binding (GO:0030165)" "9/62" 0.00967037671392736 0.359051728959045 0 0 2.4792705435112 11.5005625519204 "DOCK4;SRR;FZD3;CXADR;CRIM1;CRIPT;ATP2B4;ATP2B3;ERC1"
"32" "protein kinase binding (GO:0019901)" "42/495" 0.0102780236215436 0.369687662137398 0 0 1.44916284967523 6.63390131098818 "TOP2A;RYR2;USP37;FLT1;KIF11;HDAC9;TTN;ADD2;GHR;CCND2;TRIM5;ERBB4;CHEK2;TPR;ABL1;ITGAV;PRKACA;TRIM22;YWHAG;MAP2K6;MAP3K2;EPHA4;GCH1;RYK;RCC2;IL31RA;TMEM173;ESR1;GPRC5B;NR4A3;PRKAR1A;TRAF6;MAPKAPK2;DCX;MAP3K13;TRIB1;ARHGEF7;CACUL1;MET;BCAR1;EPHA3;ATF4"
"33" "protein kinase activity (GO:0004672)" "43/513" 0.0115723396020835 0.403629178242367 0 0 1.43160824539763 6.38373807738525 "SMG1;CCNT2;FLT1;PRKAA2;ROCK1;STK4;TTN;CAMKK2;RPS6KA6;EEF2K;ACVR1C;CUX1;ERBB4;CHEK2;ABL1;CPNE3;MAP3K9;PRKACA;MAP3K4;MAP2K6;MAP3K2;EPHA4;DAPK1;RYK;HUNK;CDC7;KSR2;TGFBR1;UHMK1;TBCK;RPS6KB1;NRG4;MAPKAPK2;AAK1;ALPK3;PRKD1;SIK2;CDK13;MAP3K13;MET;EPHA3;CSNK1G1;TAF1"
"34" "histone demethylase activity (H3-K36 specific) (GO:0051864)" "3/9" 0.0128823001170132 0.436103748078889 0 0 5.69313976658127 24.7759806076634 "KDM4C;RIOX2;KDM7A"
"35" "dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579)" "3/9" 0.0128823001170132 0.423643640990921 0 0 5.69313976658127 24.7759806076634 "RPN1;STT3A;MAGT1"
"36" "ubiquitin-like protein conjugating enzyme binding (GO:0044390)" "6/35" 0.0149865911151308 0.479154621486544 0 0 2.92790045138465 12.2989368890892 "RNF144A;RNF125;DCUN1D3;TOLLIP;TRAF6;ARIH1"
"37" "Notch binding (GO:0005112)" "4/17" 0.01506880172885 0.468761913240712 0 0 4.01868689405737 16.8589090598668 "JAG1;SNW1;AAK1;HIF1AN"
"38" "MAP kinase kinase kinase activity (GO:0004709)" "10/78" 0.0153340266311402 0.464459596116904 0 0 2.1896691409928 9.14773907269475 "EPHA4;FLT1;ERBB4;RYK;MAP3K9;STK4;MAP3K13;MET;MAP3K4;EPHA3"
"39" "filamin binding (GO:0031005)" "3/10" 0.0176120778538103 0.519782092557325 0 0 5.12382578992314 20.6960053147759 "FBLIM1;NEBL;SYNPO2"
"40" "oligosaccharyl transferase activity (GO:0004576)" "3/10" 0.0176120778538103 0.506787540243392 0 0 5.12382578992314 20.6960053147759 "RPN1;STT3A;MAGT1"
"41" "cGMP binding (GO:0030553)" "3/10" 0.0176120778538103 0.494426868530139 0 0 5.12382578992314 20.6960053147759 "PDE11A;PDE10A;CNGA2"
"42" "phosphotransferase activity, for other substituted phosphate groups (GO:0016780)" "3/10" 0.0176120778538103 0.482654800231802 0 0 5.12382578992314 20.6960053147759 "GNPTAB;SGMS2;PIGG"
"43" "protein homodimerization activity (GO:0042803)" "52/664" 0.0200809595493318 0.537515917239091 0 0 1.3375448849197 5.22710293814652 "TOP2A;DCLRE1B;ABCD2;FMR1;CISD2;PLOD1;MYOM3;CDH7;GHR;TRIM5;CHEK2;CPNE1;MLX;MUC13;MAP3K9;HIF1AN;TCF12;ADIPOQ;TMEM173;MID2;TPST1;HAND1;CDH11;ANG;ACPP;PRPS1;MAX;RPE;SRF;RCHY1;STK4;ADD2;FXR1;SRR;ERBB4;STC2;TPR;XDH;GBP1;BARD1;MMAA;GCH1;TMEM192;NR6A1;NR4A3;SP1;KLHL7;BCL2;TCF4;TMCC1;MAP3K13;BCL2L2"
"44" "GTPase activity (GO:0003924)" "21/222" 0.0207712155902119 0.543356116916679 0 0 1.61562074457036 6.2592170738563 "RAB3B;RAB3C;SEPT10;RAB5B;SEPT11;GCH1;MMAA;GPN1;GSPT1;RAB11B;GNA13;RAB30;GNL3L;SEPT7;GNAQ;RASA1;RRAGD;RAB18;RAB6B;GBP1;RAB8B"
"45" "transcription coactivator activity (GO:0003713)" "26/291" 0.0213860063153615 0.547006517088469 0 0 1.52599622609395 5.8674836917927 "RB1;SRCAP;MAX;NR1I3;WWC1;ANKAR;NRIP1;YAF2;PPARGC1B;NCOA2;IL31RA;ARID5B;HCFC2;ISL1;SMARCA2;MED6;PIAS2;ASXL1;KLF7;SNW1;MED21;KAT6A;POU2AF1;HAND1;ALPK3;TAF1"
"46" "guanyl ribonucleotide binding (GO:0032561)" "17/170" 0.0218414559383043 0.546511212717137 0 0 1.70794192997438 6.53107680014619 "RAB3B;RAB5B;GCH1;MMAA;TUBE1;MIEF1;TMEM173;RAB11B;PDE11A;PDE10A;RRAGD;RAB18;CNGA2;SEPHS1;GBP1;RABL6;RAB8B"
"47" "2 iron, 2 sulfur cluster binding (GO:0051537)" "3/11" 0.0231788579659951 0.567635436571496 0 0 4.65802344538467 17.5351977813542 "CISD2;XDH;FXN"
"48" "peptide-lysine-N-acetyltransferase activity (GO:0061733)" "6/39" 0.0247352814365718 0.59313143611446 0 0 2.62760296919136 9.72088197148204 "SRCAP;KAT6B;KAT6A;EPC2;CLOCK;TAF1"
"49" "sequence-specific DNA binding (GO:0043565)" "33/394" 0.0248283966681258 0.583213970714546 0 0 1.43050973830342 5.28683104722687 "ZNF133;SMG1;HLF;EPAS1;SRF;SATB2;PHF6;PURB;SALL1;CUX1;PLAGL2;E2F3;ZNF500;TEAD1;MEF2D;STN1;BCL11B;MBD1;POU2F3;POU5F1;SCRT1;POU3F3;ZEB2;NR6A1;NR4A3;WT1;SP1;BCL2;CLOCK;ZNF554;ZNF532;ATF4;TAF1"
"50" "cation-transporting ATPase activity (GO:0019829)" "5/29" 0.0250566781839145 0.576804731793712 0 0 2.94472746547307 10.8560761294883 "ATP2B4;ATP13A4;ATP2B3;ATP13A5;ATP13A3"
"51" "mitogen-activated protein kinase binding (GO:0051019)" "4/20" 0.0266939241437779 0.602445229205654 0 0 3.41588385994876 12.3768379150463 "GCH1;TPR;MAPKAPK2;ABL1"
"52" "protein serine/threonine kinase activity (GO:0004674)" "31/368" 0.0270024923007843 0.5976897815039 0 0 1.43875543014146 5.19653442820351 "SMG1;CCNT2;PRKAA2;ROCK1;STK4;CAMKK2;TTN;RPS6KA6;ACVR1C;CHEK2;CPNE3;MAP3K9;PRKACA;MAP3K4;MAP2K6;MAP3K2;DAPK1;HUNK;CDC7;TGFBR1;UHMK1;RPS6KB1;MAPKAPK2;AAK1;ALPK3;SIK2;PRKD1;CDK13;MAP3K13;CSNK1G1;TAF1"
"53" "transition metal ion binding (GO:0046914)" "33/399" 0.0290328974240804 0.630506885568237 0 0 1.41258355110663 4.99959326300446 "ADAMDEC1;ENPEP;RNF11;PRDM2;ZNF3;RCHY1;HEPH;FNTB;DHX58;PAPOLA;ABL1;ME1;HIF1AN;ARIH1;PIAS4;KDM4C;ZNF185;GCH1;GALNT1;ZNF75D;PEX12;KLF7;RNF125;WT1;KAT6A;TET3;ZNF117;MDM4;ANG;MPPE1;ARHGEF2;SEC24D;KDM7A"
"54" "racemase and epimerase activity, acting on carbohydrates and derivatives (GO:0016857)" "3/12" 0.0295851414034535 0.630601810284723 0 0 4.26985482493595 15.0319514231389 "RPE;DSEL;PHACTR1"
"55" "steroid hormone receptor binding (GO:0035258)" "9/76" 0.0330196981483912 0.691012228523604 0 0 2.02256281181177 6.89825584028291 "RB1;KDM4C;NR4A3;SNW1;NRIP1;ISL1;ESR1;PIAS2;PPARGC1B"
"56" "kinase binding (GO:0019900)" "34/418" 0.0332442186854428 0.683287423338298 0 0 1.38923506265859 4.72878166692212 "RB1;USP37;BTG1;WWC1;WWC2;PTPN22;KIF11;TTN;ADD2;GHR;CCND2;TRIM5;CHEK2;PRKACA;TRIM22;MAP2K6;BARD1;MAP3K2;RCC2;IL31RA;CDC6;TMEM173;ESR1;TIAM1;GPRC5B;NR4A3;TOLLIP;TRAF6;DCX;MAP3K13;ARHGEF7;CACUL1;BCAR1;ATF4"
"57" "phosphatidylinositol-4-phosphate binding (GO:0070273)" "4/22" 0.0367556675616525 0.742206550236177 0 0 3.10534896358978 10.2584049246151 "SH3PXD2B;OSBP;GOLPH3L;PLEKHA8"
"58" "histone acetyltransferase binding (GO:0035035)" "4/22" 0.0367556675616525 0.729409885576933 0 0 3.10534896358978 10.2584049246151 "BCAS3;EPAS1;KANSL1L;GLI3"
"59" "phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595)" "3/13" 0.036823463487791 0.718369601261821 0 0 3.94140445378703 13.0130199390692 "PIKFYVE;INPP5D;PTPMT1"
"60" "core promoter proximal region sequence-specific DNA binding (GO:0000987)" "24/278" 0.0371531753846948 0.712721747796395 0 0 1.4744822417045 4.85503657838851 "ONECUT2;SRF;TCF12;ESR1;POU2F3;GLI3;PAX2;FOSL2;NPAS4;KLF7;HNRNPK;NR6A1;NR4A3;SP1;NFIC;IRF1;HAND1;PGR;TCF4;SSBP2;CLOCK;TEAD1;MEF2D;FOXA2"
"61" "protein heterodimerization activity (GO:0046982)" "23/265" 0.0386351676596229 0.729001278298786 0 0 1.48236469394003 4.82301041036547 "BARD1;TOP2A;EPAS1;FMR1;RALGAPA2;TCF12;ZHX1;MID2;ADD2;FXR1;NPAS4;TRMT112;VAPA;RRAGD;MLX;BCL2;TCF4;TMCC1;SAE1;TEAD1;BCL2L2;ATF4;TAF1"
"62" "methylated histone binding (GO:0035064)" "7/55" 0.0405053746537026 0.751962681071155 0 0 2.17374427451285 6.96972105992694 "CBX5;FMR1;SPIN1;NCAPD3;KDM7A;GLYR1;TAF1"
"63" "actin binding (GO:0003779)" "22/254" 0.0431839907257569 0.788964655957876 0 0 1.47931978186757 4.64844500792023 "TMOD1;ACTR2;NEBL;SYNPO2;ARPC5L;MICAL3;MICAL2;FMN2;SORBS1;CORO2B;MYOM3;CORO1C;TTN;ADD2;MYO1D;ABLIM3;ABL1;PHACTR1;ANG;ALDOA;GBP1;PFN2"
"64" "ubiquitin-like protein ligase binding (GO:0044389)" "25/297" 0.0437895439665346 0.787527579773145 0 0 1.43766155721749 4.49752321438648 "RB1;CUL2;PTPN22;PRR5L;CASP8;DDRGK1;CHEK2;UBXN7;ARIH1;PRKACA;CCDC50;PIAS4;MOAP1;UBE2H;BTBD11;UBE2G1;POU5F1;DNAJA1;PRKAR1A;TRAF6;BCL2;TRIB1;EIF4E2;CACUL1;UBE2K"
"65" "5'-3' exodeoxyribonuclease activity (GO:0035312)" "2/6" 0.0438807824176667 0.777027393272837 0 0 5.69313976658127 17.7983422310549 "DCLRE1B;APTX"
"66" "exoribonuclease activity (GO:0004532)" "2/6" 0.0438807824176667 0.765254250950521 0 0 5.69313976658127 17.7983422310549 "CNOT7;DCP2"
"67" "tubulin binding (GO:0015631)" "22/255" 0.0447631532956022 0.76899088721251 0 0 1.47351852782103 4.57729367420111 "SUN2;BCAS3;RCC2;FMR1;CRIPT;KIF11;PHF6;NDRG1;MID2;SPAST;MAP7D3;VAPA;KIF3A;STMN1;TPR;DCX;MAP6D1;BIRC5;KIF1B;ARHGEF2;ALDOA;MAPRE2"
"68" "protein serine/threonine/tyrosine kinase activity (GO:0004712)" "3/14" 0.0448779469093349 0.759625248421241 0 0 3.65987556423082 11.3595538552191 "PRKAA2;RPS6KB1;PRKACA"
"69" "heparan sulfate sulfotransferase activity (GO:0034483)" "3/14" 0.0448779469093349 0.748616186849919 0 0 3.65987556423082 11.3595538552191 "NDST3;HS6ST2;HS6ST3"
"70" "transcription coactivator binding (GO:0001223)" "3/14" 0.0448779469093349 0.73792166989492 0 0 3.65987556423082 11.3595538552191 "CCNT2;ESR1;TEAD1"
"71" "LRR domain binding (GO:0030275)" "3/14" 0.0448779469093349 0.727528406938654 0 0 3.65987556423082 11.3595538552191 "ERC1;POLR2J;ATF4"
"72" "ubiquitin protein ligase binding (GO:0031625)" "24/284" 0.0457081464191289 0.73069550733913 0 0 1.44333120842905 4.45336775599605 "RB1;PIAS4;MOAP1;UBE2H;CUL2;BTBD11;UBE2G1;PTPN22;PRR5L;POU5F1;DNAJA1;CASP8;PRKAR1A;CHEK2;TRAF6;BCL2;UBXN7;ARIH1;PRKACA;TRIB1;EIF4E2;CACUL1;UBE2K;CCDC50"
"73" "single-stranded RNA binding (GO:0003727)" "6/45" 0.0460523569761326 0.726113190130529 0 0 2.27725590663251 7.00933978847189 "FXR1;FMR1;DHX58;RBM7;EIF4B;UHMK1"
"74" "acetyltransferase activity (GO:0016407)" "4/24" 0.0487161625222986 0.757733825177914 0 0 2.84656988329063 8.6016066741969 "NAA50;KAT6B;KAT6A;SAT1"
"75" "manganese ion binding (GO:0030145)" "5/35" 0.051471808095045 0.78992068156529 0 0 2.43991704282054 7.238553219054 "GALNT1;ME1;PAPOLA;ABL1;MPPE1"
"76" "zinc ion binding (GO:0008270)" "25/302" 0.0514915128033097 0.779825411008019 0 0 1.41385921355495 4.19398471452653 "ADAMDEC1;ENPEP;RNF11;PRDM2;ZNF3;RCHY1;DHX58;FNTB;ARIH1;HIF1AN;PIAS4;KDM4C;ZNF185;GCH1;ZNF75D;PEX12;KLF7;RNF125;WT1;KAT6A;ZNF117;MDM4;ARHGEF2;SEC24D;KDM7A"
"77" "3',5'-cyclic-AMP phosphodiesterase activity (GO:0004115)" "3/15" 0.053725684284932 0.803094319635802 0 0 3.41588385994876 9.98758018694491 "PDE11A;PDE10A;PDE4B"
"78" "5'-3' exonuclease activity (GO:0008409)" "3/15" 0.053725684284932 0.79279823861483 0 0 3.41588385994876 9.98758018694491 "DCLRE1B;CPSF3;DCP2"
"79" "peptide N-acetyltransferase activity (GO:0034212)" "3/15" 0.053725684284932 0.78276281787287 0 0 3.41588385994876 9.98758018694491 "NAA50;NAA30;NAA25"
"80" "N-acyltransferase activity (GO:0016410)" "4/25" 0.0554073474433212 0.797173211340784 0 0 2.73270708795901 7.90583929958573 "NAA50;CERS5;GLYATL1;SAT1"
"81" "exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)" "4/25" 0.0554073474433212 0.78733156675633 0 0 2.73270708795901 7.90583929958573 "CNOT7;ERI2;DCP2;DIS3L2"
"82" "RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)" "22/262" 0.0570089769866938 0.800211372093714 0 0 1.43414971219223 4.10818858522265 "ONECUT2;SRF;TCF12;ESR1;POU2F3;GLI3;FOSL2;NPAS4;KLF7;HNRNPK;NR6A1;NR4A3;SP1;NFIC;IRF1;HAND1;PGR;TCF4;SSBP2;CLOCK;MEF2D;FOXA2"
"83" "core promoter binding (GO:0001047)" "10/97" 0.0574083179601201 0.796108120145762 0 0 1.76076487626225 5.03150197462414 "RB1;NR4A3;PSPC1;SP1;NRIP1;E2F3;KANSL1L;CLOCK;ESR1;ATF4"
"84" "nucleoside-triphosphatase activity (GO:0017111)" "33/424" 0.058755364329235 0.805088385035114 0 0 1.329294426631 3.7677159958034 "RAB3B;EIF4A2;RAB3C;RAB5B;KIF11;HSPA13;GSPT1;GNA13;SPAST;SEPT7;KIF3A;KIF1B;RAB6B;GBP1;PMS1;EIF4B;RAB8B;ZRANB3;SEPT10;SEPT11;ENTPD1;MMAA;GCH1;ATP1B1;GPN1;RAB11B;RAB30;GNL3L;GNAQ;RASA1;RRAGD;RAB18;PFN2"
"85" "ribosomal protein S6 kinase activity (GO:0004711)" "2/7" 0.0590878134724221 0.800118509491268 0 0 4.87983408564109 13.8037358919257 "RPS6KA6;RPS6KB1"
