mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-16-5p,NM_133371,MYOZ3,263,279,1.0,-19.5,1,3.588492e-06,0.397,0.11420581857142856,1.14524686525,-12.763409488335926,15,16,15,CDS,,0,0
hsa-miR-16-5p,NM_002084,GPX3,89,108,0.846153846154,-15.4,1,7.798736e-05,0.338,2.02226732,1.3048235962500003,-16.556682604300523,11,19,7,5UTR,,0,0
hsa-miR-16-5p,NM_181776,SLC36A2,766,776,1.0,-16.3,1,5.510476e-05,0.426,0.24650417777777778,-0.11245318125,-14.466127870277449,9,10,9,CDS,,0,0
hsa-miR-16-5p,XM_005268377,SLC36A2,738,748,1.0,-16.3,1,5.510476e-05,0.426,0.0,0.0,-14.466127870277449,9,10,9,CDS,,0,0
hsa-miR-16-5p,XM_005268386,SLC36A1,4602,4655,0.846153846154,-21.9,1,0.0008497831,0.544,0.0,0.0,-3.937574446201665,20,27,9,3UTR,,1,1
hsa-miR-16-5p,XM_005268386,SLC36A1,797,818,0.846153846154,-19.0,1,4.641059e-05,0.426,0.0,0.0,-14.466127870277449,13,21,9,CDS,,1,1
hsa-miR-16-5p,NM_001308151,SLC36A1,808,818,1.0,-16.3,1,4.641059e-05,0.426,5.068593466666667,2.7784748125,-14.466127870277449,9,10,9,CDS,,1,1
hsa-miR-16-5p,NM_078483,SLC36A1,4632,4685,1.0,-21.9,1,0.0008497831,0.544,0.31403631052631575,0.20605255375,-3.937574446201665,20,27,9,3UTR,,1,1
hsa-miR-16-5p,NM_078483,SLC36A1,827,848,0.884615384615,-19.0,1,4.641059e-05,0.426,2.7463898888888894,3.5673890474999994,-14.466127870277449,13,21,9,CDS,,1,1
hsa-miR-16-5p,NM_001308150,SLC36A1,838,848,0.923076923077,-16.3,1,4.641059e-05,0.426,2.7463898888888894,3.5673890474999994,-14.466127870277449,9,10,9,CDS,,1,1
hsa-miR-16-5p,NM_001447,FAT2,11044,11066,1.0,-21.1,1,0.006049792,0.412,2.0763707375,2.6056903374999996,-11.605530643423453,18,22,8,CDS,MIRT051119,0,0
hsa-miR-16-5p,NM_003118,SPARC,3294,3310,0.846153846154,-16.8,1,6.903172e-06,0.441,1.4886283333333334,2.972495862375,-7.9900957423105305,14,16,11,3UTR,,0,0
hsa-miR-16-5p,NM_020167,NMUR2,1777,1818,0.923076923077,-20.1,1,0.01052021,0.559,2.9031807054545453,1.5291451830000002,-6.907794008098015,15,32,11,3UTR,,0,0
hsa-miR-16-5p,NM_001258021,GRIA1,1,37,0.923076923077,-18.9,1,0.0005294887,0.53,-0.07844631111111111,0.37326036500000004,-11.418273199709544,15,23,9,5UTR,,0,0
hsa-miR-16-5p,NM_001258022,GRIA1,1,37,0.923076923077,-18.9,1,0.0005294887,0.53,-0.07844631111111111,0.37326036500000004,-11.418273199709544,15,23,9,5UTR,,0,0
hsa-miR-16-5p,NM_001301083,CNOT8,130,165,0.846153846154,-15.8,1,0.00018439,0.338,-0.3790267333333333,0.31156845874999994,-9.221428937278647,10,13,6,5UTR,,0,0
hsa-miR-16-5p,NM_001128209,SGCD,3234,3251,0.846153846154,-19.4,1,5.272697e-08,0.338,0.06297986250000001,0.27100296124999995,-14.554018887968963,15,17,8,3UTR,,0,0
hsa-miR-16-5p,NM_206858,PPP1R2B,363,400,0.846153846154,-21.8,1,0.0003548945,0.456,0.5309153,1.9532675275000002,-8.061809130850262,16,24,8,CDS,,0,0
hsa-miR-16-5p,NM_032782,HAVCR2,2117,2137,0.846153846154,-20.8,1,0.002990139,0.632,0.5474148333333334,0.47607261937500006,-6.9818890181723,16,20,6,3UTR,,0,0
hsa-miR-16-5p,NM_001100816,MED7,1309,1331,0.923076923077,-17.2,1,0.000566322,0.647,-0.6814327199999999,-0.21159050799999995,-8.340767414043784,18,22,10,3UTR,,0,0
hsa-miR-16-5p,NM_130899,FAM71B,1098,1147,0.846153846154,-20.4,1,5.590091e-06,0.441,0.7372171857142857,0.20577119624999998,-9.313976358441368,12,19,7,CDS,,0,0
hsa-miR-16-5p,NM_001037333,CYFIP2,1757,1792,0.846153846154,-18.2,1,2.505661e-05,0.441,6.776801333333334,5.671836894999998,-11.418273199709544,13,18,9,CDS,,0,0
hsa-miR-16-5p,NM_001291721,CYFIP2,1679,1714,0.846153846154,-18.2,1,2.505661e-05,0.441,6.776801333333334,5.671836894999998,-11.418273199709544,13,18,9,CDS,,0,0
hsa-miR-16-5p,NM_014376,CYFIP2,1883,1918,0.846153846154,-18.2,1,2.505661e-05,0.441,6.720545666666665,5.14131533125,-11.418273199709544,13,18,9,CDS,,0,0
hsa-miR-16-5p,NM_001099287,NIPAL4,2322,2340,1.0,-18.1,1,0.01586856,0.529,0.3722705714285714,0.09014954,-15.485554143448072,12,18,7,3UTR,,0,0
hsa-miR-16-5p,NM_001172292,NIPAL4,2265,2283,1.0,-18.1,1,0.01586856,0.529,0.3722705714285714,0.09014954,-15.485554143448072,12,18,7,3UTR,,0,0
hsa-miR-16-5p,NM_007017,SOX30,563,583,0.923076923077,-19.5,1,2.047096e-06,0.368,0.9481156,1.5767810975000005,-11.641353394867098,15,20,9,CDS,,0,0
hsa-miR-16-5p,NM_178424,SOX30,563,583,0.923076923077,-19.5,1,2.047096e-06,0.368,0.9481156,1.5767810975000005,-11.641353394867098,15,20,9,CDS,,0,0
hsa-miR-16-5p,NM_001195556,CLINT1,1542,1591,0.923076923077,-18.0,1,5.680857e-05,0.603,3.6925494166666666,2.31563609625,-8.303804028968646,18,26,7,CDS,,0,0
hsa-miR-16-5p,NM_001195555,CLINT1,1565,1614,0.846153846154,-18.0,1,5.680857e-05,0.603,1.5345107249999996,2.6319494675,-8.303804028968646,18,26,7,CDS,,0,0
hsa-miR-16-5p,NM_001199380,RNF145,386,451,0.923076923077,-16.5,1,4.820322e-05,0.559,2.5929844444444443,3.2039616804999986,-14.466127870277449,9,11,9,CDS,,0,0
hsa-miR-16-5p,NM_001199381,RNF145,433,498,1.0,-16.5,1,4.820322e-05,0.559,2.356952804444445,2.0865004525,-14.466127870277449,9,11,9,CDS,,0,0
hsa-miR-16-5p,NM_144726,RNF145,312,322,0.923076923077,-16.6,1,4.820322e-05,0.559,3.714134444444445,4.164314577499999,-14.466127870277449,9,10,9,CDS,,0,0
hsa-miR-16-5p,NM_001199382,RNF145,359,424,0.923076923077,-16.5,1,4.820322e-05,0.559,3.2715738000000005,3.3511131249999995,-14.466127870277449,9,11,9,CDS,,0,0
hsa-miR-16-5p,NM_145049,UBLCP1,251,273,0.820512820513,-21.6,1,0.001509344,0.382,5.809752333333333,5.230396634999998,-7.838420809809573,16,22,6,5UTR,,0,0
hsa-miR-16-5p,NM_145049,UBLCP1,977,987,1.0,-16.4,1,0.002687091,0.662,4.6020801111111105,5.494024124999999,-14.466127870277449,9,10,9,CDS,,0,0
hsa-miR-16-5p,NM_002187,IL12B,334,354,0.846153846154,-17.5,1,2.090808e-05,0.515,0.027844999999999946,-0.096744325,-14.135761451350485,12,20,7,CDS,MIRT732755,0,0
hsa-miR-16-5p,NM_003314,TTC1,1037,1050,1.0,-15.6,1,0.02701008,0.515,0.510259575,0.8413124824999996,-5.618663395431772,12,13,12,3UTR,MIRT031698,0,1
hsa-miR-16-5p,NM_001282500,TTC1,1034,1047,1.0,-15.6,1,0.02701008,0.515,1.401896,1.6120042375,-5.618663395431772,12,13,12,3UTR,MIRT031698,0,1
hsa-miR-16-5p,NM_001267035,PWWP2A,2119,2174,0.846153846154,-18.7,1,0.0003881328,0.471,1.0534769411764706,1.3254283575,-5.180080914529843,20,55,10,3UTR,MIRT004374,0,0
hsa-miR-16-5p,NM_052927,PWWP2A,2239,2294,0.846153846154,-18.7,1,0.0003881328,0.471,1.7341139411764708,2.4287168950000004,-5.180080914529843,20,55,10,3UTR,MIRT004374,0,0
hsa-miR-16-5p,XM_011534646,CCNJL,2470,2491,0.923076923077,-23.0,1,0.01606938,0.485,0.0,0.0,-10.056828651752419,16,21,11,3UTR,,1,1
hsa-miR-16-5p,XM_011534646,CCNJL,1917,1937,0.897435897436,-19.2,1,0.008855201,0.559,0.0,0.0,-8.573508368464264,16,20,11,3UTR,,1,1
hsa-miR-16-5p,NM_001308173,CCNJL,2587,2608,0.923076923077,-23.0,1,0.01606938,0.485,-0.07021461818181816,0.4231345737499999,-10.056828651752419,16,21,11,3UTR,,1,1
hsa-miR-16-5p,NM_001308173,CCNJL,2034,2054,0.897435897436,-19.2,1,0.008855201,0.559,-0.06134745454545453,-0.06409424125000002,-8.573508368464264,16,20,11,3UTR,,1,1
hsa-miR-16-5p,NM_001308173,CCNJL,3018,3049,0.846153846154,-19.3,1,0.003763529,0.603,0.03286780384615381,0.7633858050000001,-9.076037894184761,19,31,11,3UTR,,1,1
hsa-miR-16-5p,NM_024565,CCNJL,2731,2752,1.0,-23.0,1,0.01606938,0.485,0.5759585636363637,0.3282279312499998,-10.056828651752419,16,21,11,3UTR,,1,1
hsa-miR-16-5p,NM_024565,CCNJL,2178,2198,0.897435897436,-19.2,1,0.008855201,0.559,0.004588436363636352,-0.11849144500000001,-8.573508368464264,16,20,11,3UTR,,1,1
hsa-miR-16-5p,XM_011534425,C1QTNF2,307,318,0.923076923077,-16.1,1,0.1211634,0.309,0.0,0.0,-13.223621401949268,10,11,10,CDS,,0,0
hsa-miR-16-5p,NM_031908,C1QTNF2,175,186,0.923076923077,-16.1,1,0.1450713,0.309,-0.4967851399999999,-0.2962546375,-13.223621401949268,10,11,10,CDS,,0,0
hsa-miR-16-5p,NM_022090,ZBED8,1068,1090,0.820512820513,-18.9,1,0.001236207,0.618,1.9284129999999995,1.11027295625,-16.37415993620749,16,22,9,CDS,,0,0
hsa-miR-16-5p,NM_001303251,ZBED8,1142,1164,0.820512820513,-18.9,1,0.001236207,0.618,1.4062412428571427,1.4780396349999996,-16.37415993620749,16,22,9,CDS,,0,0
hsa-miR-16-5p,NM_006425,SLU7,1470,1494,0.846153846154,-18.4,1,0.004479489,0.588,-0.4414618571428571,0.21226378750000002,-8.1593609078047,16,24,7,CDS,,0,0
hsa-miR-16-5p,XM_011534472,ATP10B,6541,6562,0.846153846154,-18.1,1,0.02056914,0.544,0.0,0.0,-15.378267919678663,12,21,7,3UTR,,1,0
hsa-miR-16-5p,NM_021911,GABRB2,4713,4734,0.846153846154,-16.5,1,0.006876959,0.676,0.22717200000000004,0.3336626975,-12.861251474803938,15,21,8,3UTR,,0,0
hsa-miR-16-5p,NM_000811,GABRA6,481,503,0.846153846154,-19.8,1,0.005942903,0.515,6.5039479714285715,5.395864362500001,-6.432556268004081,17,22,7,CDS,,0,0
hsa-miR-16-5p,NM_000806,GABRA1,3818,3840,0.846153846154,-16.2,1,0.001938225,0.721,2.3644039,2.851799723750001,-13.223621401949268,13,22,10,3UTR,,0,1
hsa-miR-16-5p,NM_000806,GABRA1,3194,3235,0.846153846154,-15.1,1,0.006750967,0.765,2.846959771428571,2.5190490075000005,-4.95700071937229,19,41,12,3UTR,,0,1
